"gbif.species","db.species","RLcat.europe","RL.catEU27","endemic.europe","endemic.eu","endemic","eu.assessment","note","check","kingdom","phylum","class","order","family","genus","gbif.species.id","EUSpecies","common.name","excluded","exclusion.reason","Species.Zoo.global","Species.Zoo.EU","Genus.Zoo.Global","NrIndivGlobal","NrIndivEU","MaxPopSizeEU","SecondMaxPopSizeEU","NrZoosGlobal","NrZoosEU","NrSustPopGlobal","NrSustPopEU","SustMetaPopGlobal","SustMetaPopEU","VC.category","perc.target.met.in.PAs.and.N2K","Representation.target.perc","Area.in.EU28.km2","db.subspecies","db.species.merged","TargetAreakm2","ProtectedAreakm2","Gap.km2","EEP","ESB","RLExsitu","RLExsituNeeded","Aark","Aze","ED.score","EDGE","ED.score.related","related.species","EDGE.Species","reason","Bodymass.g","THR_CCH","THR","LevelBreeding"
"Pyrrhula pyrrhula","Pyrrhula pyrrhula","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Pyrrhula",2494543,1,"Eurasian Bullfinch","0",NA,1,1,0,42,24,6,4,14,9,0,0,0,0,"L",256.19,10,3328513.2,NA,"Pyrrhula pyrrhula",332851.32,852731.796708,0,0,0,0,0,0,0,4.371722312,0,NA,NA,NA,NA,24.4,0,0,4
"Rallus aquaticus","Rallus aquaticus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Gruiformes","Rallidae","Rallus",2474831,1,"Western Water Rail","0",NA,1,1,0,3,1,1,0,3,1,0,0,0,0,"L",322.65,10,3053088.99,NA,"Rallus aquaticus",305308.899,985079.1626235,0,0,0,0,0,0,0,6.331713327,0,NA,NA,NA,NA,111.5,0,0,4
"Rana arvalis","Rana arvalis","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana",2426789,1,"Moor Frog","0",NA,1,1,0,12,12,10,2,2,2,0,0,0,0,"L",242.75,10,1759940.92,NA,"Rana arvalis",175994.092,427225.65833,0,0,0,0,0,0,0,15.49036273,0,NA,NA,NA,NA,NA,0,0,4
"Rana dalmatina","Rana dalmatina","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana",2426760,1,"Agile Frog","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",363.98,10,1582299.38,NA,"Rana dalmatina",158229.938,575925.3283324,0,0,0,0,0,0,0,16.73875878,0,NA,NA,NA,NA,NA,0,0,2
"Rana graeca","Rana graeca","LC","LC","Yes",NA,"Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana",2426795,1,"Greek Stream Frog","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",399.56,10,127052.36,NA,"Rana graeca",12705.236,50765.0409616,0,0,0,0,0,0,0,16.79729675,0,NA,NA,NA,NA,NA,0,0,2
"Rana iberica","Rana iberica","NT","NT","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana",2426774,1,"Iberian Frog","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",315.9,10,117456.29,NA,"Rana iberica",11745.629,37104.442011,0,0,0,1,0,0,0,12.72175176,0,NA,NA,NA,NA,NA,0,0,2
"Rana italica","Rana italica","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana",2426815,1,"Italian Stream Frog","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",321.33,10,118577.13,NA,"Rana italica",11857.713,38102.3891829,0,0,0,0,0,0,0,12.70110832,0,NA,NA,NA,NA,NA,0,0,2
"Rana latastei","Rana latastei","VU","VU","Yes",NA,"Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana",2426788,1,"Italian Agile Frog","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",105.26,17.68,67493.84,NA,"Rana latastei",11932.910912,12560.5820259712,0,0,0,0,0,0,0,15.0602322,0,NA,NA,NA,NA,NA,1,1,2
"Rana pyrenaica","Rana pyrenaica","EN","EN","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana",2426793,1,"Pyrenean Frog","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",90.39,78.25,3043.86,NA,"Rana pyrenaica",2381.82045,2152.927504755,228.892945245,0,0,0,0,0,0,13.01118012,0,NA,NA,NA,NA,NA,1,1,2
"Rana temporaria","Rana temporaria","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana",2426805,1,"European Common Frog","0",NA,1,1,0,34,29,10,6,8,7,0,0,0,0,"L",295.58,10,3144545.28,NA,"Rana temporaria",314454.528,929464.6938624,0,0,0,0,0,0,0,19.02456542,0,NA,NA,NA,NA,NA,0,0,4
"Rangifer tarandus","Rangifer tarandus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer",5220114,1,"Reindeer","0",NA,1,1,0,782,525,20,18,145,94,0,0,1,1,NA,14.82,36.86,25299.48,"fennicus","Rangifer tarandus",9325.388328,1382.0225502096,7943.3657777904,0,1,0,0,0,0,8.404676633,0,NA,NA,NA,NA,109088.5,0,0,4
"Rattus rattus","Rattus rattus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Rattus",2439270,1,"House Rat","0",NA,1,1,0,307,283,42,35,21,14,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4.492615962,0,NA,NA,NA,NA,142.68,0,0,4
"Recurvirostra avosetta","Recurvirostra avosetta","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Recurvirostra",2480259,1,"Pied Avocet","0",NA,1,1,0,989,849,43,41,75,62,0,0,1,1,"H",389.26,10,429220.82,NA,"Recurvirostra avosetta",42922.082,167078.4963932,0,0,0,0,0,0,0,10.487141,0,NA,NA,NA,NA,304,1,0,4
"Regulus ignicapilla","Regulus ignicapilla","LC","LC","Yes","Yes*","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus",6093527,1,"Firecrest","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",419.73,10,2347282.92,NA,"Regulus ignicapillus",234728.292,985225.0600116,0,0,0,0,0,0,0,22.842921,0,NA,NA,NA,NA,5.6,0,0,2
"Regulus madeirensis","Regulus madeirensis","LC","LC","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus",4408806,1,"Madeira Firecrest","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,22.842921,0,NA,NA,NA,NA,5.4375,0,0,2
"Regulus regulus","Regulus regulus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus",2484596,1,"Goldcrest","0",NA,1,1,0,3,2,2,0,2,1,0,0,0,0,"L",261.43,10,3184412.26,NA,"Regulus regulus",318441.226,832500.8971318,0,0,0,0,0,0,0,19.890283,0,NA,NA,NA,NA,5.55,0,0,4
"Remiz pendulinus","Remiz pendulinus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Remizidae","Remiz",2487385,1,"Eurasian Penduline-tit","0",NA,1,1,0,2,2,2,0,1,1,0,0,0,0,"L",355.5,10,1573127.77,NA,"Remiz pendulinus",157312.777,559246.922235,0,0,0,0,0,0,0,11.352255,0,NA,NA,NA,NA,9.3,0,0,4
"Rhinolophus euryale","Rhinolophus euryale","VU","VU",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",2432621,1,"Mediterranean Horseshoe Bat","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,258.75,10,1553136.35,NA,"Rhinolophus euryale",155313.635,401874.0305625,0,0,0,0,0,0,0,2.820879253,0,NA,NA,NA,NA,9.25,1,1,1
"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","NT","NT",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",2432655,1,"Greater Horseshoe Bat","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,302.41,10,2187938.56,NA,"Rhinolophus ferrumequinum",218793.856,661654.4999296,0,0,0,0,0,0,0,2.934047774,0,NA,NA,NA,NA,22.59,0,0,1
"Rhinolophus hipposideros","Rhinolophus hipposideros","NT","NT",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",2432614,1,"Lesser Horseshoe Bat","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,313.43,10,2540946.22,NA,"Rhinolophus hipposideros",254094.622,796408.7737346,0,0,0,0,0,0,0,3.016185907,0,NA,NA,NA,NA,4.57,0,0,1
"Rhinolophus mehelyi","Rhinolophus mehelyi","VU","VU",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus",2432667,1,"Mehely's Horseshoe Bat","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,319.76,10,355290.47,NA,"Rhinolophus mehelyi",35529.047,113607.6806872,0,0,0,0,0,0,0,2.817135287,0,NA,NA,NA,NA,14.03,1,1,1
"Rhodopechys sanguineus","Rhodopechys sanguineus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Rhodopechys",2494570,1,"Eurasian Crimson-winged Finch","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4.364645,0,NA,NA,NA,NA,38.15,0,0,1
"Rhodospiza obsoleta","Rhodospiza obsoleta","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Rhodospiza",2494787,1,"Desert Finch","0",NA,1,0,0,1,0,NA,NA,1,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4.219156833,0,NA,NA,NA,NA,25.5,0,0,3
"Riparia riparia","Riparia riparia","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Riparia",2489160,1,"Sand Martin","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",220.66,10,3062240.83,NA,"Riparia riparia",306224.083,675714.0615478,0,0,0,0,0,0,0,10.144898,0,NA,NA,NA,NA,12.7333333333333,0,0,1
"Rissa tridactyla","Rissa tridactyla","VU","EN",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Laridae","Rissa",2481205,1,"Black-legged Kittiwake","0",NA,1,1,0,41,34,26,8,3,2,0,0,0,0,"L",516.46,10,89839.87,NA,"Rissa tridactyla",8983.987,46398.6992602,0,0,0,0,0,0,0,4.252945557,0,NA,NA,NA,NA,416.333333333333,1,1,4
"Rupicapra pyrenaica","Rupicapra pyrenaica","LC","LC","Yes",NA,"Yes","eu25","added EU endemism myself","found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Rupicapra",5220171,1,"Pyrenean Chamois","0",NA,1,1,0,17,17,7,4,4,4,0,0,0,0,NA,87.68,99.74,1013.38,"ornata","Rupicapra pyrenaica",1010.745212,886.2214018816,124.5238101184,0,0,1,1,0,0,8.284653006,0,NA,NA,NA,NA,29999.99,0,0,4
"Rupicapra rupicapra","Rupicapra rupicapra","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Rupicapra",5220170,1,"Northern Chamois","0",NA,1,1,0,95,85,19,14,15,11,0,0,0,0,NA,155.97,77.91,13582.5,"balcanica,tatrica","Rupicapra rupicapra, Rupicapra rupicapra",10582.12575,16504.941532275,0,0,0,0,0,0,0,8.280427526,0,NA,NA,NA,NA,33266.35,0,0,4
"Salamandra atra","Salamandra atra","LC","LC","Yes",NA,"Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra",2431781,1,NA,"0",NA,1,1,0,2,2,1,0,2,2,0,0,0,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,14.95559289,0,NA,NA,NA,NA,NA,1,0,4
"Salamandra corsica","Salamandra corsica","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra",2431779,1,"Corsican Fire Salamander","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",23.56,70.99,4412.99,NA,"Salamandra corsica",3132.781601,738.0833451956,2394.6982558044,0,0,0,0,0,0,14.0568224,0,NA,NA,NA,NA,NA,0,0,2
"Salamandra lanzai","Salamandra lanzai","VU","VU","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra",2431780,1,"Lanza's Alpine Salamander","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",40.37,100,716.23,NA,"Salamandra lanzai",716.23,289.142051,427.087949,0,0,0,0,0,0,13.96540401,0,NA,NA,NA,NA,NA,1,1,2
"Salamandra salamandra","Salamandra salamandra","LC","LC","Yes",NA,"Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra",2431776,1,"Common Fire Salamander","0",NA,1,1,0,592,526,87,67,62,44,0,0,1,1,"L",455.05,10,1967327.31,NA,"Salamandra salamandra",196732.731,895232.2924155,0,0,0,0,0,0,0,14.44949036,0,NA,NA,NA,NA,NA,0,0,4
"Salamandrina perspicillata","Salamandrina perspicillata","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandrina",2431851,1,"Northern Spectacled Salamander","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",157.83,16.94,70110.87,NA,"Salamandrina perspicillata",11876.781378,18745.1240488974,0,0,0,0,0,0,0,28.52499974,0,NA,NA,NA,NA,NA,0,0,2
"Salamandrina terdigitata","Salamandrina terdigitata","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandrina",2431852,1,"Spectacled Salamander","0",NA,1,1,0,2,2,2,0,1,1,0,0,0,0,"L",111.35,40.28,21242.23,NA,"Salamandrina terdigitata",8556.370244,9527.518266694,0,0,0,0,0,0,0,28.45667595,0,NA,NA,NA,NA,NA,0,0,4
"Saxicola dacotiae","Saxicola dacotiae","NT","NT","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Saxicola",2492522,1,"Fuerteventura Stonechat","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",52.76,91.64,1533.93,NA,"Saxicola dacotiae",1405.693452,741.6438652752,664.0495867248,0,0,0,0,0,0,5.066115,0,NA,NA,NA,NA,12.2,0,0,1
"Saxicola rubetra","Saxicola rubetra","LC","VU","Yes",NA,"Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Saxicola",2492521,1,"Whinchat","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",255.4,10,3218375.12,NA,"Saxicola rubetra",321837.512,821973.005648,0,0,0,0,0,0,0,7.587705991,0,NA,NA,NA,NA,16.6,1,1,1
"Saxicola torquatus","Saxicola torquatus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Saxicola",2492526,1,"Common Stonechat","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",211.67,10,2842106.05,NA,"Saxicola torquata",284210.605,601588.5876035,0,0,0,0,0,0,0,5.056836,0,NA,NA,NA,NA,15.35,0,0,1
"Sciurus vulgaris","Sciurus vulgaris","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus",8211070,1,"Eurasian Red Squirrel","0",NA,1,1,0,225,123,16,12,39,21,0,0,1,1,NA,277.34,10,3853095.3,NA,"Sciurus vulgaris",385309.53,1068617.450502,0,0,0,0,0,0,0,3.900668253,0,NA,NA,NA,NA,333,0,0,4
"Scolopax rusticola","Scolopax rusticola","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Scolopax",2481700,1,"Eurasian Woodcock","0",NA,1,0,0,1,0,NA,NA,1,0,0,0,0,0,"H",250.25,10,2649578.89,NA,"Scolopax rusticola",264957.889,663057.1172225,0,0,0,0,0,0,0,10.290889,0,NA,NA,NA,NA,308.333333333333,1,0,3
"Serinus canaria","Serinus canaria","LC","LC","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Serinus",2494303,1,"Island Canary","0",NA,1,1,0,601,449,81,48,57,36,0,0,1,1,"L",82.48,53.52,10784.86,NA,"Serinus canaria",5772.057072,4760.7926729856,1011.2643990144,0,0,0,0,0,0,4.24331839,0,NA,NA,NA,NA,24.3,0,0,4
"Serinus pusillus","Serinus pusillus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Serinus",2494194,1,"Red-fronted Serin","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3.424302694,0,NA,NA,NA,NA,11.58889,0,0,2
"Serinus serinus","Serinus serinus","LC","LC","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Serinus",2494200,1,"European Serin","0",NA,1,1,0,5,3,1,0,4,3,0,0,0,0,"L",257.02,10,2987683.21,NA,"Serinus serinus",298768.321,767894.3386342,0,0,0,0,0,0,0,4.05869969,0,NA,NA,NA,NA,11.2,0,0,4
"Setophaga striata","Muscicapa striata","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",6092935,1,"Spotted Flycatcher","0",NA,1,1,0,2,2,1,0,2,2,0,0,0,0,"L",277.1,10,4070851.75,NA,"Muscicapa striata",407085.175,1128033.019925,0,0,0,0,0,0,0,4.2023885,0,NA,NA,NA,NA,13.2,0,0,4
"Sicista betulina","Sicista betulina","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Dipodidae","Sicista",2439449,1,"Northern Birch Mouse","0",NA,1,0,0,1,0,NA,NA,1,0,0,0,0,0,NA,182.05,10,647312.88,NA,"Sicista betulina",64731.288,117843.309804,0,0,0,0,0,0,0,11.36288313,0,NA,NA,NA,NA,8.92,0,0,3
"Sicista subtilis","Sicista subtilis","NT","VU",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Dipodidae","Sicista",2439439,1,"Southern Birch Mouse","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,264.91,10,61862.75,NA,"Sicista subtilis",6186.275,16388.0611025,0,0,0,0,0,0,0,12.84169103,0,NA,NA,NA,NA,11.75,1,1,2
"Sitta europaea","Sitta europaea","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",2484916,1,"Wood Nuthatch","0",NA,1,1,0,8,8,6,1,3,3,0,0,0,0,"H",302.3,10,3200878.83,NA,"Sitta europaea",320087.883,967625.670309,0,0,0,0,0,0,0,9.634657,0,NA,NA,NA,NA,20.425,1,0,4
"Sitta krueperi","Sitta krueperi","LC","NT","Yes",NA,"Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",2484880,1,"Krueper's Nuthatch","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",721.35,10,1625.18,NA,"Sitta krueperi",162.518,1172.323593,0,0,0,0,0,0,0,5.231083,0,NA,NA,NA,NA,12.4,0,0,2
"Sitta neumayer","Sitta neumayer","LC","LC","Yes",NA,"Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",2484890,1,"Western Rock-nuthatch","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",290.32,10,133417.55,NA,"Sitta neumayer",13341.755,38733.783116,0,0,0,0,0,0,0,7.900689,0,NA,NA,NA,NA,26.5,0,0,2
"Sitta whiteheadi","Sitta whiteheadi","VU","VU","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",2484886,1,"Corsican Nuthatch","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",43.45,73.16,3947.69,NA,"Sitta whiteheadi",2888.130004,1254.892486738,1633.237517262,0,0,0,0,0,0,4.785121,0,NA,NA,NA,NA,11.8,1,1,2
"Somateria mollissima","Somateria mollissima","EN","VU",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria",2498352,1,"Common Eider","0",NA,1,1,0,390,301,29,25,56,46,0,0,1,1,"H",297.32,10,243355.44,NA,"Somateria mollissima",24335.544,72354.4394208,0,0,0,0,0,0,0,3.119958,0,NA,NA,NA,NA,2066.5,1,1,4
"Sorex alpinus","Sorex alpinus","NT","NT","Yes",NA,"Yes","eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",2435986,1,"Alpine Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,410.43,10,378578.09,NA,"Sorex alpinus",37857.809,155379.8054787,0,0,0,0,0,0,0,15.1228696,0,NA,NA,NA,NA,8.04,0,0,2
"Sorex antinorii","Sorex antinorii","DD","DD","Yes",NA,"Yes","eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",2435998,1,"Valais Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,268.24,10,270591.83,NA,"Sorex antinorii",27059.183,72583.5524792,0,0,0,0,0,0,0,5.54651036,0,NA,NA,NA,NA,7.325418324,0,0,2
"Sorex araneus","Sorex araneus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",8316400,1,"Eurasian Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,267.13,10,2806051.1,NA,"Sorex araneus",280605.11,749580.430343,0,0,0,0,0,0,0,5.545352891,0,NA,NA,NA,NA,9.18,0,0,2
"Sorex arunchi","Sorex arunchi","DD","DD","Yes",NA,"Yes","eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",2435963,1,"Valais Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.619954181,0,NA,NA,NA,NA,7.325418324,0,0,2
"Sorex caecutiens","Sorex caecutiens","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",2435994,1,"Laxmann's Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,183.91,10,498536.72,NA,"Sorex caecutiens",49853.672,91685.8881752,0,0,0,0,0,0,0,9.866843004,0,NA,NA,NA,NA,6.3,0,0,2
"Sorex coronatus","Sorex coronatus","LC","LC","Yes",NA,"Yes","eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",2436090,1,"Crowned Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,424.76,10,896720.46,NA,"Sorex coronatus",89672.046,380890.9825896,0,0,0,0,0,0,0,6.375135815,0,NA,NA,NA,NA,9.32,0,0,2
"Sorex granarius","Sorex granarius","DD","DD","Yes","Yes","Yes","eu25","added EU endemism myself","found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",2436071,1,"Iberian Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,157.56,16.52,71629.89,NA,"Sorex granarius",11833.257828,18644.4810337968,0,0,0,0,0,0,0,5.672672413,0,NA,NA,NA,NA,6.39,0,0,2
"Sorex isodon","Sorex isodon","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",2436016,1,"Even-toothed Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,68.05,10,236303.37,NA,"Sorex isodon",23630.337,16080.4443285,7549.8926715,0,0,0,0,0,0,9.806995771,0,NA,NA,NA,NA,12.23,0,0,2
"Sorex minutissimus","Sorex minutissimus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",2435959,1,"Eurasian Least Shrew","0",NA,1,0,0,15,0,NA,NA,1,0,0,0,0,0,NA,129.29,10,388919.22,NA,"Sorex minutissimus",38891.922,50283.3659538,0,0,0,0,0,0,0,7.845267071,0,NA,NA,NA,NA,2.46,0,0,3
"Sorex minutus","Sorex minutus","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",7571319,1,"Eurasian Pygmy Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,264.54,10,3884252.36,NA,"Sorex minutus",388425.236,1027540.1193144,0,0,0,0,0,0,0,8.119837692,0,NA,NA,NA,NA,4.32,0,0,2
"Sorex samniticus","Sorex samniticus","LC","LC","Yes","Yes","Yes","eu25","added EU endemism myself","found species on GBIF","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex",2436103,1,"Appenine Shrew","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,249.07,10,160693.29,NA,"Sorex samniticus",16069.329,40023.8777403,0,0,0,0,0,0,0,9.21750694,0,NA,NA,NA,NA,8.24,0,0,2
"Spalax leucodon","Spalax leucodon","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Spalacidae","Spalax",4264696,1,"Lesser Mole Rat","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,301.78,10,275374.63,NA,"Spalax leucodon",27537.463,83102.5558414,0,0,0,0,0,0,0,11.55812564,0,NA,NA,NA,NA,188.67,0,0,2
