"gbif.species","db.species","RLcat.europe","RL.catEU27","endemic.europe","endemic.eu","endemic","eu.assessment","note","check","kingdom","phylum","class","order","family","genus","gbif.species.id","EUSpecies","common.name","excluded","exclusion.reason","Species.Zoo.global","Species.Zoo.EU","Genus.Zoo.Global","NrIndivGlobal","NrIndivEU","MaxPopSizeEU","SecondMaxPopSizeEU","NrZoosGlobal","NrZoosEU","NrSustPopGlobal","NrSustPopEU","SustMetaPopGlobal","SustMetaPopEU","VC.category","perc.target.met.in.PAs.and.N2K","Representation.target.perc","Area.in.EU28.km2","db.subspecies","db.species.merged","TargetAreakm2","ProtectedAreakm2","Gap.km2","EEP","ESB","RLExsitu","RLExsituNeeded","Aark","Aze","ED.score","EDGE","ED.score.related","related.species","EDGE.Species","reason","Bodymass.g","THR_CCH","THR","LevelBreeding"
"Pluvialis squatarola","Pluvialis squatarola","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis",2480327,1,"Grey Plover","0",NA,1,0,0,4,0,NA,NA,2,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,15.08463197,0,NA,NA,NA,NA,250,0,0,3
"Podarcis bocagei","Podarcis bocagei","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469143,1,"Bocage's Wall Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",107.9,19.89,60279.54,NA,"Podarcis bocagei",11989.600506,12936.778945974,0,0,0,0,0,0,0,14.29659519,0,NA,NA,NA,NA,NA,0,0,2
"Podarcis carbonelli","Podarcis carbonelli","EN","EN","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469141,1,"Lagartija de Carbonell","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",89.99,56.82,9110.21,NA,"Podarcis carbonelli",5176.421322,4658.2615476678,518.159774332201,0,0,0,0,0,0,13.90615883,1,NA,NA,NA,NA,NA,1,1,2
"Podarcis cretensis","Podarcis cretensis","EN","EN","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",5789532,1,NA,"0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,12.14280484,1,NA,NA,NA,NA,NA,1,1,2
"Podarcis erhardii","Podarcis erhardii","LC","LC","Yes",NA,"Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469075,1,"Erhard's Wall Lizard","0",NA,1,1,0,2,2,2,0,1,1,0,0,0,0,"L",298.17,10,103916.46,NA,"Podarcis erhardii",10391.646,30984.7708782,0,0,0,0,0,0,0,13.34209078,0,NA,NA,NA,NA,NA,0,0,4
"Podarcis filfolensis","Podarcis filfolensis","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469148,1,"Maltese Wall Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",36.95,100,353.83,NA,"Podarcis filfolensis",353.83,130.740185,223.089815,0,0,0,0,0,0,17.12723452,0,NA,NA,NA,NA,NA,1,0,2
"Podarcis gaigeae","Podarcis gaigeae","VU","VU","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2468994,1,"Skyros Wall Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",31.55,100,240.45,NA,"Podarcis gaigeae",240.45,75.861975,164.588025,0,0,0,0,0,0,12.17793039,1,NA,NA,NA,NA,NA,1,1,2
"Podarcis hispanicus","Podarcis hispanicus","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",9019391,1,"Iberian Wall Lizard","0",NA,1,1,0,1,1,1,0,1,1,0,0,0,0,"L",315.44,10,565496.14,NA,"Podarcis hispanica",56549.614,178380.1024016,0,0,0,0,0,0,0,13.27907639,0,NA,NA,NA,NA,NA,0,0,4
"Podarcis levendis","Podarcis levendis","VU","VU","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",5789530,1,NA,"0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,13.20225328,1,NA,NA,NA,NA,NA,1,1,2
"Podarcis lilfordi","Podarcis lilfordi","EN","EN","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469155,1,"Lilford's Wall Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",46.31,100,526.16,NA,"Podarcis lilfordi",526.16,243.664696,282.495304,0,0,0,0,0,0,13.4610243,1,NA,NA,NA,NA,NA,1,1,2
"Podarcis melisellensis","Podarcis melisellensis","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2468999,1,"Dalmatian Wall Lizard","0",NA,1,1,0,1,1,1,0,1,1,0,0,0,0,"L",169.41,32.1,32277.15,NA,"Podarcis melisellensis",10360.96515,17552.511060615,0,0,0,0,0,0,0,13.52829716,0,NA,NA,NA,NA,NA,0,0,4
"Podarcis milensis","Podarcis milensis","VU","VU","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469118,1,"Milos Wall Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",63.55,100,238.7,NA,"Podarcis milensis",238.7,151.69385,87.00615,0,0,0,0,0,0,12.30051187,1,NA,NA,NA,NA,NA,1,1,2
"Podarcis muralis","Podarcis muralis","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469188,1,"Common Wall Lizard","0",NA,1,1,0,5,5,4,1,2,2,0,0,0,0,"L",308.4,10,1470990.49,NA,"Podarcis muralis",147099.049,453653.467116,0,0,0,0,0,0,0,14.3436636,0,NA,NA,NA,NA,NA,0,0,4
"Podarcis peloponnesiacus","Podarcis peloponnesiacus","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469022,1,"Peloponnese Wall Lizard","0",NA,1,1,0,2,2,2,0,1,1,0,0,0,0,"H",55.57,40.13,21405.64,NA,"Podarcis peloponnesiaca",8590.083332,4773.5093075924,3816.5740244076,0,0,0,0,0,0,12.25216161,0,NA,NA,NA,NA,NA,1,0,4
"Podarcis pityusensis","Podarcis pityusensis","NT","NT","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469028,1,"Ibiza Wall Lizard","0",NA,1,1,0,8,2,2,0,2,1,0,0,0,0,"H",34.68,100,741.16,NA,"Podarcis pityusensis",741.16,257.034288,484.125712,0,0,0,0,0,0,13.46933911,0,NA,NA,NA,NA,NA,1,0,4
"Podarcis raffoneae","Podarcis raffonei","CR","CR","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",9074945,1,"Aeolian Wall Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",71.54,100,73.65,NA,"Podarcis raffonei",73.65,52.68921,20.96079,0,0,0,0,0,0,12.96628214,0,NA,NA,NA,NA,NA,1,1,2
"Podarcis siculus","Podarcis siculus","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",9185677,1,"Italian Wall Lizard","0",NA,1,1,0,2,2,1,0,2,2,0,0,0,0,"L",238.6,10,282025.49,NA,"Podarcis sicula",28202.549,67291.281914,0,0,0,0,0,0,0,14.97721497,0,NA,NA,NA,NA,NA,0,0,4
"Podarcis tauricus","Podarcis tauricus","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469065,1,"Balkan Wall Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",347.91,10,336652.11,NA,"Podarcis taurica",33665.211,117124.6355901,0,0,0,0,0,0,0,12.91262016,0,NA,NA,NA,NA,NA,0,0,2
"Podarcis tiliguerta","Podarcis tiliguerta","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469126,1,"Tyrrhenian Wall Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",57.22,31.77,32819.85,NA,"Podarcis tiliguerta",10426.866345,5966.252922609,4460.613422391,0,0,0,0,0,0,14.95884491,0,NA,NA,NA,NA,NA,0,0,2
"Podarcis vaucheri","Podarcis vaucheri","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",2469139,1,"Vaucher's Wall Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",120.92,23.96,48948.03,NA,"Podarcis vaucheri",11727.947988,14181.4347070896,0,0,0,0,0,0,0,13.41621351,0,NA,NA,NA,NA,NA,0,0,2
"Podarcis waglerianus","Podarcis waglerianus","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Podarcis",8145436,1,"Sicilian Wall Lizard","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",53.93,37.36,24665.63,NA,"Podarcis wagleriana",9215.079368,4969.6923031624,4245.3870648376,0,0,0,0,0,0,13.01978028,0,NA,NA,NA,NA,NA,0,0,2
"Podiceps auritus","Podiceps auritus","NT","VU",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps",2482059,1,"Horned Grebe","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",156.9,10,705320.78,NA,"Podiceps auritus",70532.078,110664.830382,0,0,0,0,0,0,0,15.88934442,1,NA,NA,NA,NA,453,1,1,2
"Podiceps cristatus","Podiceps cristatus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps",2482054,1,"Great Crested Grebe","0",NA,1,1,0,2,2,2,0,1,1,0,0,0,0,"H",270.21,10,3399921.08,NA,"Podiceps cristatus",339992.108,918692.6750268,0,0,0,0,0,0,0,14.53172319,0,NA,NA,NA,NA,738.666666666667,1,0,4
"Podiceps grisegena","Podiceps grisegena","VU","VU",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps",2482051,1,"Red-necked Grebe","0",NA,1,0,0,1,0,NA,NA,1,0,0,0,0,0,"L",292.25,10,1299584.91,NA,"Podiceps grisegena",129958.491,379803.6899475,0,0,0,0,0,0,0,16.17118313,0,NA,NA,NA,NA,1023,1,1,3
"Podiceps nigricollis","Podiceps nigricollis","VU","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps",2482065,1,"Black-necked Grebe","0",NA,1,1,0,7,7,3,2,3,3,0,0,0,0,"H",426.37,10,1354089.7,NA,"Podiceps nigricollis",135408.97,577343.225389,0,0,0,0,0,0,0,15.40451617,0,NA,NA,NA,NA,414.25,1,0,4
"Poecile cinctus","Poecile cinctus","LC","NT",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile",2487862,1,"Siberian Tit","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",198.43,10,325942.45,NA,"Parus cinctus",32594.245,64676.7603535,0,0,0,0,0,0,0,6.201532,0,NA,NA,NA,NA,11.4,0,0,2
"Poecile lugubris","Poecile lugubris","LC","LC","Yes",NA,"Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile",2487857,1,"Sombre Tit","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",383.97,10,305682.03,NA,"Parus lugubris",30568.203,117372.7290591,0,0,0,0,0,0,0,10.836789,0,NA,NA,NA,NA,15.8,0,0,2
"Poecile montanus","Poecile montanus","LC","NT",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile",2487866,1,"Willow Tit","0",NA,1,1,0,5,1,1,0,3,1,0,0,0,0,"L",244.06,10,2583344.54,NA,"Parus montanus",258334.454,630491.0684324,0,0,0,0,0,0,0,9.135175,0,NA,NA,NA,NA,11.1,0,0,4
"Poecile palustris","Poecile palustris","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile",2487843,1,"Marsh Tit","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",303.86,10,2696036.86,NA,"Parus palustris",269603.686,819217.7602796,0,0,0,0,0,0,0,9.77073,0,NA,NA,NA,NA,11.15,0,0,2
"Polysticta stelleri","Polysticta stelleri","LC","EN",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Anseriformes","Anatidae","Polysticta",5232431,1,"Steller's Eider","0",NA,1,0,0,2,0,NA,NA,1,0,0,0,0,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,5.076587934,0,NA,NA,NA,NA,807.5,1,1,3
"Porphyrio porphyrio","Porphyrio porphyrio","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio",2474416,1,"Purple Swamphen","0",NA,1,1,0,212,67,10,8,53,22,0,0,1,0,"L",597.76,10,101191.06,NA,"Porphyrio porphyrio",10119.106,60487.9680256,0,0,0,0,0,0,0,12.276001,0,NA,NA,NA,NA,793.5,0,0,4
"Porzana parva","Zapornia parva","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana",2474627,1,"Little Crake","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",602.52,10,606460.5,NA,"Porzana parva",60646.05,365404.58046,0,0,0,0,0,0,0,8.559469999,0,NA,NA,NA,NA,49.7,0,0,2
"Porzana porzana","Porzana porzana","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana",2474621,1,"Spotted Crake","0",NA,1,1,0,3,2,2,0,2,1,0,0,0,0,"L",291.45,10,1603342.84,NA,"Porzana porzana",160334.284,467294.270718,0,0,0,0,0,0,0,9.024827493,0,NA,NA,NA,NA,87.1,0,0,4
"Porzana pusilla","Zapornia pusilla","LC","NT",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana",2474628,1,"Baillon's Crake","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",748.66,10,298938.31,NA,"Porzana pusilla",29893.831,223803.1551646,0,0,0,0,0,0,0,8.888526999,0,NA,NA,NA,NA,35.4,0,0,2
"Prolagus sardus","Prolagus sardus","EX","EX","Yes",NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Lagomorpha","Prolagidae","Prolagus",2436679,1,"Sardinian Pika","1","extinct/possibly extinct",0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Proteus anguinus","Proteus anguinus","VU","VU","Yes",NA,"Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Caudata","Proteidae","Proteus",2432042,1,"Proteus","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",148.2,36.74,25452.62,NA,"Proteus anguinus",9351.292588,13858.615615416,0,0,0,0,0,1,0,77.587847,1,NA,NA,NA,NA,NA,1,1,1
"Prunella collaris","Prunella collaris","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Prunellidae","Prunella",5231770,1,"Alpine Accentor","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",697.02,10,510835.49,NA,"Prunella collaris",51083.549,356062.5532398,0,0,0,0,0,0,0,4.905551,0,NA,NA,NA,NA,39.2,0,0,2
"Prunella modularis","Prunella modularis","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Prunellidae","Prunella",5231763,1,"Hedge Accentor","0",NA,1,1,0,2,2,2,0,1,1,0,0,0,0,"L",261.97,10,3469509.72,NA,"Prunella modularis",346950.972,908907.4613484,0,0,0,0,0,0,0,4.903274,0,NA,NA,NA,NA,20.25,0,0,4
"Psammodromus algirus","Psammodromus jeanneae","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",2469763,1,NA,"0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",331.62,10,339799.58,NA,"Psammodromus algirus, Psammodromus jeanneae",33979.958,112684.3367196,0,0,0,0,0,0,0,23.12794943,0,NA,NA,NA,NA,NA,0,0,1
"Psammodromus algirus","Psammodromus manuelae","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",2469763,1,"","1","taxonomic duplicate",0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",331.62,10,339799.58,NA,"Psammodromus algirus, Psammodromus jeanneae",33979.958,112684.3367196,0,0,0,0,0,0,0,23.12794943,0,NA,NA,NA,NA,NA,0,0,1
"Psammodromus hispanicus","Psammodromus hispanicus","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",7917188,1,"Spanish Psammodromus","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",297.18,10,488302.81,NA,"Psammodromus hispanicus",48830.281,145113.8290758,0,0,0,0,0,0,0,18.57409695,0,NA,NA,NA,NA,NA,1,0,1
"Pseudepidalea balearica","Pseudepidalea balearica","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Bufonidae","Pseudepidalea",2422202,1,NA,"0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,210.63,10,225714.01,NA,"Pseudepidalea balearica",22571.401,47542.1419263,0,0,0,0,0,0,0,7.485342348,0,7.485342348,"Bufotes balearicus",0,"taxonomy",NA,0,0,2
"Pseudepidalea sicula","Pseudepidalea sicula","LC","LC","Yes","Yes","Yes","eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Bufonidae","Pseudepidalea",2422209,1,NA,"0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,50.77,37.74,24189.62,NA,"Pseudepidalea sicula",9129.162588,4634.8758459276,4494.2867420724,0,0,0,0,0,0,8.157112884,0,8.157112884,"Bufotes siculus",0,"taxonomy",NA,0,0,2
"Pseudepidalea variabilis","Pseudepidalea variabilis","DD","DD",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Bufonidae","Pseudepidalea",2422232,1,NA,"0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,338.82,10,121167.06,NA,"Pseudepidalea variabilis",12116.706,41053.8232692,0,0,0,0,0,0,0,8.510957672,0,NA,NA,NA,NA,NA,0,0,2
"Pseudepidalea viridis","Pseudepidalea viridis","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Amphibia","Anura","Bufonidae","Pseudepidalea",2422211,1,"Green Toad","0",NA,1,1,0,2201,2165,2049,30,25,16,1,1,1,1,"L",383.14,10,1427893.07,NA,"Pseudepidalea viridis",142789.307,547082.9508398,0,0,0,0,0,1,0,7.601410846,0,NA,NA,NA,NA,NA,0,0,4
"Pseudopus apodus","Pseudopus apodus","LC","LC",NA,NA,NA,"eu27",NA,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Anguidae","Pseudopus",2468350,1,"European Glass Lizard","0",NA,1,1,0,262,108,15,7,105,36,0,0,1,1,"L",416.95,10,180581.51,NA,"Pseudopus apodus",18058.151,75293.4605945,0,0,0,0,0,0,0,10.59940853,0,NA,NA,NA,NA,NA,0,0,4
"Pterocles alchata","Pterocles alchata","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Pteroclidiformes","Pteroclididae","Pterocles",2480204,1,"Pin-tailed Sandgrouse","0",NA,1,1,0,84,31,12,6,7,6,0,0,0,0,"L",224.66,10,230342.79,NA,"Pterocles alchata",23034.279,51748.8112014,0,0,0,0,0,0,0,19.382161,0,NA,NA,NA,NA,284.75,0,0,4
"Pterocles orientalis","Pterocles orientalis","EN","EN",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Pteroclidiformes","Pteroclididae","Pterocles",2480193,1,"Black-bellied Sandgrouse","0",NA,1,1,0,24,6,3,2,4,3,0,0,0,0,"L",233.29,10,232057.5,NA,"Pterocles orientalis",23205.75,54136.694175,0,0,0,0,0,0,0,19.530138,0,NA,NA,NA,NA,405.5,1,1,4
"Pterodroma deserta","Pterodroma deserta","VU","VU","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma",5788464,1,"Desertas Petrel","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.098134757,1,NA,NA,NA,NA,337.5,1,1,1
"Pterodroma madeira","Pterodroma madeira","EN","EN","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma",2481463,1,"Zino's Petrel","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"H",61.83,100,753.95,NA,"Pterodroma madeira",753.95,466.167285,287.782715,0,0,0,0,0,1,5.718784,0,NA,NA,NA,NA,200,1,1,1
"Pteromys volans","Pteromys volans","DD","NT",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Pteromys",2437258,1,"Siberian Flying Squirrel","0",NA,1,1,0,49,32,20,6,7,5,0,0,0,0,NA,53.66,10,260539.03,NA,"Pteromys volans",26053.903,13980.5243498,12073.3786502,0,0,0,0,0,0,7.972021515,0,NA,NA,NA,NA,143.09,0,0,4
"Ptyonoprogne rupestris","Ptyonoprogne rupestris","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Ptyonoprogne",4408796,1,"Eurasian Crag-martin","0",NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,"L",279.55,10,1030780.66,NA,"Ptyonoprogne rupestris",103078.066,288154.733503,0,0,0,0,0,0,0,7.286888,0,NA,NA,NA,NA,20.4,0,0,1
"Puffinus lherminieri","Puffinus lherminieri","NT","NT",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus",5229361,1,"Audubon's Shearwater","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,6.384757,0,NA,NA,NA,NA,194,0,0,2
"Puffinus mauretanicus","Puffinus mauretanicus","CR","CR","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus",5229360,1,"Balearic Shearwater","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",577.08,10,2569.88,"","Puffinus mauretanicus",256.988,1483.0263504,0,0,0,0,0,0,0,6.976273,1,NA,NA,NA,NA,497,1,1,2
"Puffinus puffinus","Puffinus puffinus","LC","LC","Yes","Yes*","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus",5229380,1,"Manx Shearwater","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"L",577.08,10,8602.55,"NA,mauretanicus","Puffinus puffinus, Puffinus puffinus",860.255,4964.359554,0,0,0,0,0,0,0,7.270812,0,NA,NA,NA,NA,453.5,0,0,2
"Puffinus yelkouan","Puffinus yelkouan","VU","VU","Yes","Yes*","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus",5229377,1,"Yelkouan Shearwater","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",622.03,10,16925.03,NA,"Puffinus yelkouan",1692.503,10527.8764109,0,0,0,0,0,0,0,6.99879,1,NA,NA,NA,NA,451.6987,1,1,2
"Pusa hispida","Pusa hispida","LC","LC",NA,NA,NA,"eu25",NA,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Pusa",5219369,1,"Ringed Seal","0",NA,1,1,0,4,2,2,0,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,6.579331883,0,NA,NA,NA,NA,70963.6,0,0,4
"Pycnonotus xanthopygos","Pycnonotus xanthopygos","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus",2486116,1,"White-spectacled Bulbul","0",NA,1,1,0,2,2,2,0,1,1,0,0,0,0,"L",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,6.898489,0,NA,NA,NA,NA,38.1,0,0,4
"Pyrrhocorax graculus","Pyrrhocorax graculus","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pyrrhocorax",2482553,1,"Yellow-billed Chough","0",NA,1,1,0,4,2,2,0,2,1,0,0,0,0,"L",675.02,10,334330.51,NA,"Pyrrhocorax graculus",33433.051,225679.7808602,0,0,0,0,0,0,0,9.703197676,0,NA,NA,NA,NA,211.5,0,0,4
"Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax","LC","LC",NA,NA,NA,"eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pyrrhocorax",2482552,1,"Red-billed Chough","0",NA,1,1,0,138,72,36,8,24,13,0,0,1,0,"H",318.13,10,558948.18,NA,"Pyrrhocorax pyrrhocorax",55894.818,177818.1845034,0,0,0,0,0,0,0,9.719870057,0,NA,NA,NA,NA,277.75,1,0,4
"Pyrrhula murina","Pyrrhula murina","VU","VU","Yes","Yes","Yes","eu28",NA,"found species on GBIF","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Pyrrhula",4408970,1,"Azores Bullfinch","0",NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,"H",20.01,100,754.81,NA,"Pyrrhula murina",754.81,151.037481,603.772519,0,0,0,0,0,0,4.399576,0,NA,NA,NA,NA,30,1,1,2
