"gbif.species","gbif.id","iucn.species","common.name","genus","family","order","class","excluded","exclusion.reason","redlist.europe","redlist.eu","endemic.europe.iucn","endemic.eu.iucn","endemic.europe.final","vuln.clim.change","aze","target.area.km2","protected.area.km2","gap.km2","perc.target.met.in.PAs.and.N2K","zoo.global","zoo.eu","genus.zoo.global","pop.zoo.global","pop.zoo.eu","max.pop.eu","second.max.pop.eu","nr.zoos.global","nr.zoos.eu","eep","esb","aark","redlist.exsitu","redlist.exsitu.needed","ed.value","edge","bodymass.g"
"Gallinula chloropus",5228199,"Gallinula chloropus","Common Moorhen","Gallinula","Rallidae","Gruiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,363793.413,892203.3453825,0,245.25,1,1,0,103,41,25,6,28,6,0,0,0,0,0,8.64820824,0,343.5
"Gallotia atlantica",2468656,"Gallotia atlantica","Atlantic Lizard","Gallotia","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,2109.589326,1244.2357844748,865.3535415252,58.98,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,17.12838433,0,NA
"Gallotia auaritae",2468672,"Gallotia auaritae","La Palma Giant Lizard","Gallotia","Lacertidae","Squamata","Reptilia",0,NA,"CR","CR","Yes","Yes","Yes",NA,0,459.18,77.83101,381.34899,16.95,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,15.0762954,1,NA
"Gallotia bravoana",7872185,"Gallotia bravoana","La Gomera Giant Lizard","Gallotia","Lacertidae","Squamata","Reptilia",0,NA,"CR","CR","Yes","Yes","Yes",NA,0,52.87,29.300554,23.569446,55.42,0,0,1,0,0,NA,NA,0,0,0,0,0,1,0,13.57533144,1,NA
"Gallotia caesaris",2468663,"Gallotia caesaris","Boettger's Lizard","Gallotia","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,713.02,416.902794,296.117206,58.47,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,14.66361242,0,NA
"Gallotia galloti",8682680,"Gallotia galloti","Tenerife Lizard","Gallotia","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,0.1,0.0599,0.0401,59.9,1,1,0,14,7,3,1,5,3,0,0,0,0,0,14.68356101,0,NA
"Gallotia intermedia",NA,"Gallotia intermedia","Tenerife Speckled Lizard","Gallotia","Lacertidae","Squamata","Reptilia",0,NA,"CR","CR","Yes","Yes","Yes",NA,0,139.22,85.06342,54.15658,61.1,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,14.5666458,1,NA
"Gallotia simonyi",2468673,"Gallotia simonyi","El Hierro Giant Lizard","Gallotia","Lacertidae","Squamata","Reptilia",0,NA,"CR","CR","Yes","Yes","Yes",NA,0,76.57,45.566807,31.003193,59.51,0,0,1,0,0,NA,NA,0,0,0,0,0,1,0,13.91050278,1,NA
"Gallotia stehlini",2468651,"Gallotia stehlini","Gran Canaria Giant Lizard","Gallotia","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,1475.790471,939.3406347915,536.4498362085,63.65,1,1,0,6,6,3,0,2,2,0,0,0,0,0,19.37095198,0,NA
"Garrulus glandarius",5229493,"Garrulus glandarius","Eurasian Jay","Garrulus","Corvidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,406562.159,1066900.4176478,0,262.42,1,1,0,33,25,5,3,21,15,0,0,0,0,0,7.708805729,0,159.75
"Gavia arctica",2481959,"Gavia arctica","Arctic Loon","Gavia","Gaviidae","Gaviiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,94369.368,216974.0509056,0,229.92,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,29.647734,0,3079.5
"Gavia immer",2481962,"Gavia immer","Common Loon","Gavia","Gaviidae","Gaviiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,1,0,0,20,0,NA,NA,1,0,0,0,0,0,0,20.942715,0,4980
"Gavia stellata",2481958,"Gavia stellata","Red-throated Loon","Gavia","Gaviidae","Gaviiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,67588.279,185448.7199202,0,274.38,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,49.484481,0,1486
"Genetta genetta",5219362,"Genetta genetta","Common Genet","Genetta","Viverridae","Carnivora","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,81987.405,246199.9784745,0,300.29,1,1,0,86,42,3,2,42,26,0,0,0,0,0,8.478049804,0,1756.17
"Glareola nordmanni",2480758,"Glareola nordmanni","Black-winged Pratincole","Glareola","Glareolidae","Charadriiformes","Aves",0,NA,"LC","RE",NA,NA,NA,"H",0,3120.009,10862.9353353,0,348.17,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.501643,0,97.2
"Glareola pratincola",2480757,"Glareola pratincola","Collared Pratincole","Glareola","Glareolidae","Charadriiformes","Aves",0,NA,"LC","NT",NA,NA,NA,"L",0,27756.248,68310.9019528,0,246.11,1,1,0,48,14,11,2,5,3,0,0,0,0,0,4.503907,0,84.9
"Glaucidium passerinum",5232162,"Glaucidium passerinum","Eurasian Pygmy-owl","Glaucidium","Strigidae","Strigiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,121787.837,206600.8866868,0,169.64,1,1,0,7,2,1,0,5,2,0,0,0,0,0,7.381268025,0,58.5
"Glis glis",5706486,"Glis glis","Edible Dormouse","Glis","Gliridae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,226288.001,875123.5862673,0,386.73,1,1,0,60,38,24,5,12,7,0,0,0,0,0,28.30358726,0,128.09
"Grus grus",2474950,"Grus grus","Common Crane","Grus","Gruidae","Gruiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,129742.427,305919.6686233,0,235.79,1,1,0,160,104,9,5,72,45,0,0,0,0,0,5.925404,0,5500
"Gulo gulo",5219073,"Gulo gulo","Wolverine","Gulo","Mustelidae","Carnivora","Mammalia",0,NA,"VU","VU",NA,NA,NA,NA,0,31156.362,81106.2415584,0,260.32,1,1,0,128,85,4,3,57,41,1,0,0,0,0,13.31488526,0,12792.49
"Gymnoris xanthocollis",6100968,"Gymnoris xanthocollis","Chestnut-shouldered Bush-sparrow","Gymnoris","Passeridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,9.121617631,0,18.1
"Gypaetus barbatus",2480649,"Gypaetus barbatus","Bearded Vulture","Gypaetus","Accipitridae","Accipitriformes","Aves",0,NA,"NT","VU",NA,NA,NA,"H",0,8452.97,46078.830064,0,545.12,1,1,0,101,61,4,3,40,27,1,0,0,0,0,18.35021232,0,5695
"Gyps fulvus",2480389,"Gyps fulvus","Griffon Vulture","Gyps","Accipitridae","Accipitriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,42780.716,130019.1520672,0,303.92,1,1,0,667,454,16,14,129,91,0,1,0,0,0,4.198776,0,7436
"Haematopus ostralegus",7788295,"Haematopus ostralegus","Eurasian Oystercatcher","Haematopus","Haematopodidae","Charadriiformes","Aves",0,NA,"VU","VU",NA,NA,NA,"H",0,101253.405,269880.825687,0,266.54,1,1,0,109,88,10,5,41,33,0,0,0,0,0,6.38296,0,526
"Haliaeetus albicilla",2480449,"Haliaeetus albicilla","White-tailed Sea-eagle","Haliaeetus","Accipitridae","Accipitriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,61388.775,236813.33844,0,385.76,1,1,0,285,129,11,10,88,47,1,0,0,0,0,7.196711,0,4793
"Halichoerus grypus",2434806,"Halichoerus grypus","Grey Seal","Halichoerus","Phocidae","Carnivora","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,0,97,73,5,4,35,26,0,1,0,0,0,7.409660087,0,197570
"Hellenolacerta graeca",5789567,"Hellenolacerta graeca","Greek Rock Lizard","Hellenolacerta","Lacertidae","Squamata","Reptilia",0,NA,"NT","NT","Yes","Yes","Yes","H",0,8586.688334,4771.6227072038,3815.0656267962,55.57,1,1,0,1,1,1,0,1,1,0,0,0,0,0,27.07530266,0,NA
"Hemidactylus turcicus",5221528,"Hemidactylus turcicus","Turkish Gecko","Hemidactylus","Gekkonidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,61748.07,146935.707372,0,237.96,1,1,0,10,5,5,0,5,1,0,0,0,0,0,11.4457679,0,NA
"Hemorrhois hippocrepis",2459023,"Hemorrhois hippocrepis","Horseshoe Whip Snake","Hemorrhois","Colubridae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,34081.218,95011.6195404,0,278.78,1,1,0,4,4,4,0,1,1,0,0,0,0,0,9.111831787,0,NA
"Hemorrhois nummifer",2459015,"Hemorrhois nummifer","Coin-marked Snake","Hemorrhois","Colubridae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,993.765,3268.691838,0,328.92,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,8.808654425,0,NA
"Herpestes ichneumon",2434255,"Herpestes ichneumon","Egyptian Mongoose","Herpestes","Herpestidae","Carnivora","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,0,13,5,2,1,5,3,0,0,0,0,0,10.70600498,0,2980.02
"Hieraaetus pennatus",2480685,"Hieraaetus pennatus","Booted Eagle","Hieraaetus","Accipitridae","Accipitriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,89999.292,403466.826036,0,448.3,1,1,0,34,24,4,3,17,10,0,0,0,0,0,4.71535,0,834.5
"Hierophis gemonensis",2458928,"Hierophis gemonensis","Balkan Whip Snake","Hierophis","Colubridae","Squamata","Reptilia",0,NA,"LC","LC","Yes",NA,"Yes","L",0,11239.290792,23955.4243940688,0,213.14,1,1,0,3,3,3,0,1,1,0,0,0,0,0,7.729621644,0,NA
"Hierophis viridiflavus",2458916,"Hierophis viridiflavus","Western Whip Snake","Hierophis","Colubridae","Squamata","Reptilia",0,NA,"LC","LC","Yes",NA,"Yes","L",0,670768.85,1623394.77077,0,242.02,1,1,0,5,4,3,1,3,2,0,0,0,0,0,7.532383926,0,NA
"Himantopus himantopus",5229126,"Himantopus himantopus","Black-winged Stilt","Himantopus","Recurvirostridae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,62116.159,218866.2862365,0,352.35,1,1,0,485,271,42,17,95,47,0,0,0,0,0,8.244496,0,161
"Hippolais icterina",2493220,"Hippolais icterina","Icterine Warbler","Hippolais","Acrocephalidae","Passeriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","L",0,220001.735,567538.4757795,0,257.97,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,7.252672,0,13.2
"Hippolais olivetorum",2493219,"Hippolais olivetorum","Olive-tree Warbler","Hippolais","Acrocephalidae","Passeriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","L",0,14363.243,46559.8885088,0,324.16,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,7.932085,0,17.5
"Hippolais polyglotta",2493214,"Hippolais polyglotta","Melodious Warbler","Hippolais","Acrocephalidae","Passeriformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","L",0,130488.25,314855.098425,0,241.29,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,7.252672,0,11
"Hirundo rustica",9515886,"Hirundo rustica","Barn Swallow","Hirundo","Hirundinidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,430793.24,939086.183876,0,217.99,1,1,0,28,25,18,4,6,4,0,0,0,0,0,3.334829,0,17.9833333333333
"Hydrobates pelagicus",4408455,"Hydrobates pelagicus","European Storm-petrel","Hydrobates","Hydrobatidae","Procellariiformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","H",0,11538.219741,34706.964980928,0,300.8,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,12.9118464,0,25.2
"Hydroprogne caspia",2481236,"Hydroprogne caspia","Caspian Tern","Hydroprogne","Laridae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,9610.783,14623.7674128,0,152.16,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,5.342494583,0,655
"Hyla arborea",2427573,"Hyla arborea","European Tree Frog","Hyla","Hylidae","Anura","Amphibia",0,NA,"LC","LC",NA,NA,NA,"L",0,225243.432,843581.7015264,0,374.52,1,1,0,199,144,55,15,23,19,0,0,0,0,0,14.09959716,0,NA
"Hyla intermedia",2427598,"Hyla intermedia","Italian Tree Frog","Hyla","Hylidae","Anura","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,24700.029,62298.4131438,0,252.22,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,12.73514101,0,NA
"Hyla meridionalis",2427555,"Hyla meridionalis","Mediterranean Tree Frog","Hyla","Hylidae","Anura","Amphibia",0,NA,"LC","LC",NA,NA,NA,"L",0,30436.005,91840.6450875,0,301.75,1,1,0,1,1,1,0,1,1,0,0,0,0,0,18.13282974,0,NA
"Hyla sarda",2427563,"Hyla sarda","Tyrrhenian Tree Frog","Hyla","Hylidae","Anura","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,10200.142799,5124.5517422176,5075.5910567824,50.24,1,0,0,5,0,NA,NA,1,0,0,0,0,0,0,13.38138792,0,NA
"Hyla savignyi",2427599,"Hyla savignyi",NA,"Hyla","Hylidae","Anura","Amphibia",0,NA,"LC","LC",NA,NA,NA,"L",0,915.42,4130.741208,0,451.24,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,13.51800547,0,NA
"Hypsugo savii",7261861,"Hypsugo savii","Savi's Pipistrelle","Hypsugo","Vespertilionidae","Chiroptera","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,123784.649,371552.0024384,0,300.16,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,8.636180954,0,5.93375
"Hystrix cristata",5219888,"Hystrix cristata","Crested Porcupine","Hystrix","Hystricidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,16125.158,36831.4733878,0,228.41,1,1,0,297,130,10,9,89,42,0,0,0,0,0,9.461340993,0,13406.27
"Iberolacerta aranica",7837038,"Iberolacerta aranica","Aran Rock Lizard","Iberolacerta","Lacertidae","Squamata","Reptilia",0,NA,"EN","EN","Yes","Yes","Yes","H",0,692.33,527.55546,164.77454,76.2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,13.6948883,1,NA
"Iberolacerta aurelioi",2468520,"Iberolacerta aurelioi","Aurelio's Rock Lizard","Iberolacerta","Lacertidae","Squamata","Reptilia",0,NA,"EN","EN","Yes","Yes","Yes","H",0,626.36,616.275604,10.084396,98.39,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,14.08076454,1,NA
"Iberolacerta bonnali",2468525,"Iberolacerta bonnali","Pyrenean Rock Lizard","Iberolacerta","Lacertidae","Squamata","Reptilia",0,NA,"NT","NT","Yes","Yes","Yes","H",0,2523.257244,2881.8120983724,0,114.21,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,13.70242888,0,NA
"Iberolacerta cyreni",2468503,"Iberolacerta cyreni",NA,"Iberolacerta","Lacertidae","Squamata","Reptilia",0,NA,"EN","EN","Yes","Yes","Yes","H",0,7538.876865,10513.717675929,0,139.46,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,13.22039709,1,NA
"Iberolacerta galani",2468522,"Iberolacerta galani","Galan's Rock Lizard","Iberolacerta","Lacertidae","Squamata","Reptilia",0,NA,"NT","NT","Yes","Yes","Yes","H",0,4178.882697,1299.2146304973,2879.6680665027,31.09,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,13.23753089,0,NA
"Iberolacerta horvathi",2468506,"Iberolacerta horvathi","Horvath's Rock Lizard","Iberolacerta","Lacertidae","Squamata","Reptilia",0,NA,"NT","NT","Yes",NA,"Yes","H",0,11925.525052,29314.1331303212,0,245.81,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,18.65572485,0,NA
"Iberolacerta martinezricai",2468518,"Iberolacerta martinezricai",NA,"Iberolacerta","Lacertidae","Squamata","Reptilia",0,NA,"CR","CR","Yes","Yes","Yes","H",0,522.4,358.41864,163.98136,68.61,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,13.23849687,1,NA
"Iberolacerta monticola",2468511,"Iberolacerta monticola","Iberian Rock Lizard","Iberolacerta","Lacertidae","Squamata","Reptilia",0,NA,"VU","VU","Yes","Yes","Yes","L",0,9050.724878,10258.996649213,0,113.35,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,13.23112252,1,NA
"Ichthyaetus audouinii",7406504,"Larus audouinii","Audouin's Gull","Ichthyaetus","Laridae","Charadriiformes","Aves",0,NA,"VU","VU","Yes","Yes","Yes","H",0,11300.542041,23609.0924320572,0,208.92,1,1,0,5,5,3,2,2,2,0,0,0,0,0,1.982008278,0,535
"Ichthyaetus melanocephalus",8151548,"Larus melanocephalus","Mediterranean Gull","Ichthyaetus","Laridae","Charadriiformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","H",0,21217.671,116805.4006221,0,550.51,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,1.939586969,0,256
"Ichthyosaura alpestris",2431783,"Mesotriton alpestris","Alpine Newt","Ichthyosaura","Salamandridae","Caudata","Amphibia",0,NA,"LC","LC","Yes",NA,"Yes","L",0,120621.981,474406.251273,0,393.3,1,1,0,156,136,31,23,13,11,0,0,0,0,0,23.51629028,0,NA
"Iduna caligata",5739359,"Iduna caligata","Booted Warbler","Iduna","Acrocephalidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,5.771362,0,8.9
"Iduna opaca",5739355,"Iduna opaca","Isabelline Warbler","Iduna","Acrocephalidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,7.312934,0,NA
"Iduna pallida",5739361,"Iduna pallida","Eastern Olivaceous Warbler","Iduna","Acrocephalidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,54552.362,185319.8289502,0,339.71,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,7.013492,0,9
"Ixobrychus minutus",2480850,"Ixobrychus minutus","Common Little Bittern","Ixobrychus","Ardeidae","Pelecaniformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,184631.72,680330.961856,0,368.48,1,1,0,30,28,7,4,15,13,0,0,0,0,0,20.63303195,0,100.95
"Jynx torquilla",8012314,"Jynx torquilla","Eurasian Wryneck","Jynx","Picidae","Piciformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,335032.117,872457.1358797,0,260.41,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,9.540131061,0,35
"Lacerta agilis",6159223,"Lacerta agilis","Sand Lizard","Lacerta","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,209765.147,502995.8459913,0,239.79,1,1,0,108,105,31,19,15,13,0,0,0,0,0,16.96330806,0,NA
"Lacerta bilineata",6159243,"Lacerta bilineata","Western Green Lizard","Lacerta","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC","Yes",NA,"Yes","H",0,87583.976,167416.770124,0,191.15,1,1,0,24,24,13,7,4,4,0,0,0,0,0,15.81942482,0,NA
"Lacerta schreiberi",6159196,"Lacerta schreiberi","Schreiber's Green Lizard","Lacerta","Lacertidae","Squamata","Reptilia",0,NA,"NT","NT","Yes","Yes","Yes","L",0,14408.674,45612.0984144,0,316.56,1,1,0,3,3,3,0,1,1,0,0,0,0,0,17.78494531,0,NA
"Lacerta trilineata",6159197,"Lacerta trilineata","Balkan Green Lizard","Lacerta","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,23023.162,89005.2419758,0,386.59,1,1,0,5,5,4,1,2,2,0,0,0,0,0,13.80760295,0,NA
"Lacerta viridis",6159273,"Lacerta viridis","Green Lizard","Lacerta","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,67950.923,209193.7115478,0,307.86,1,1,0,55,40,7,6,15,11,0,0,0,0,0,16.56689052,0,NA
"Lagopus lagopus",2473421,"Lagopus lagopus","Willow Grouse","Lagopus","Phasianidae","Galliformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,77604.096,175431.8194176,0,226.06,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.281631929,0,570.666666666667
"Lagopus muta",5227679,"Lagopus muta","Rock Ptarmigan","Lagopus","Phasianidae","Galliformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,50483.77152,184472.749511232,0,365.41,1,1,0,35,1,1,0,5,1,0,0,0,0,0,5.281256055,0,535.5
"Lanius collurio",7745240,"Lanius collurio","Red-backed Shrike","Lanius","Laniidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,316461.659,754571.1797196,0,238.44,1,1,0,4,4,2,1,3,3,0,0,0,0,0,4.225941,0,28.45
"Lanius excubitor",9444556,"Lanius excubitor","Great Grey Shrike","Lanius","Laniidae","Passeriformes","Aves",0,NA,"LC","VU",NA,NA,NA,"L",0,238510.398,635701.7637894,0,266.53,1,1,0,2,2,2,0,1,1,0,0,0,0,0,3.327285,0,63.45
"Lanius meridionalis",7341500,"Lanius meridionalis","Iberian Grey Shrike","Lanius","Laniidae","Passeriformes","Aves",0,NA,"VU","VU","Yes","Yes","Yes","L",0,51514.047,135523.1548476,0,263.08,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.286393,0,60.9
"Lanius minor",2492854,"Lanius minor","Lesser Grey Shrike","Lanius","Laniidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,84211.906,192777.8952152,0,228.92,1,1,0,2,2,2,0,1,1,0,0,0,0,0,6.152837,0,46.5
"Lanius nubicus",2492855,"Lanius nubicus","Masked Shrike","Lanius","Laniidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,10307.121,42710.6479998,0,414.38,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,7.991716,0,19.7
"Lanius senator",2492867,"Lanius senator","Woodchat Shrike","Lanius","Laniidae","Passeriformes","Aves",0,NA,"NT","NT",NA,NA,NA,"L",0,141996.051,343900.2359169,0,242.19,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.191504,0,36
"Larus argentatus",2481139,"Larus argentatus","European Herring Gull","Larus","Laridae","Charadriiformes","Aves",0,NA,"LC","VU","Yes",NA,"Yes","H",0,111057.511,217417.2892847,0,195.77,1,1,0,80,17,8,6,18,4,0,0,0,0,0,1.204762,0,1094
"Larus armenicus",2481171,"Larus armenicus","Armenian Gull","Larus","Laridae","Charadriiformes","Aves",0,NA,"LC","VU","Yes",NA,"Yes","H",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,1.159266,0,867
"Larus cachinnans",2481181,"Larus cachinnans","Caspian Gull","Larus","Laridae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,50833.543,173845.6337057,0,341.99,1,1,0,2,2,1,0,2,2,0,0,0,0,0,1.105114,0,1117.25
"Larus canus",7982160,"Larus canus","Mew Gull","Larus","Laridae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,135830.861,374567.1822936,0,275.76,1,1,0,7,2,1,0,4,2,0,0,0,0,0,1.93003848,0,414.8
"Larus fuscus",2481174,"Larus fuscus","Lesser Black-backed Gull","Larus","Laridae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,63573.62,150949.203328,0,237.44,1,1,0,21,20,16,4,3,2,0,0,0,0,0,1.265196,0,766.25
"Larus glaucoides",2481156,"Larus glaucoides","Iceland Gull","Larus","Laridae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,1.054547,0,710
"Larus hyperboreus",2481127,"Larus hyperboreus","Glaucous GullÊ","Larus","Laridae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,1.204762,0,1544.25
"Larus marinus",2481172,"Larus marinus","Great Black-backed Gull","Larus","Laridae","Charadriiformes","Aves",0,NA,"LC","NT",NA,NA,NA,"H",0,47492.277,126205.9768998,0,265.74,1,1,0,4,1,1,0,2,1,0,0,0,0,0,1.208094,0,1658.5
"Larus michahellis",9413670,"Larus michahellis","Yellow-legged Gull","Larus","Laridae","Charadriiformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","L",0,NA,NA,NA,NA,1,1,0,9,4,4,0,3,1,0,0,0,0,0,1.161318,0,1072.078
"Larus minutus",2481143,"Hydrocoloeus minutus","Little Gull","Larus","Laridae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,60201.732,155711.779818,0,258.65,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.100808174,0,118
"Lemmus lemmus",5219840,"Lemmus lemmus","Norway Lemming","Lemmus","Cricetidae","Rodentia","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,30922.746,92004.4461738,0,297.53,1,1,0,1,1,1,0,1,1,0,0,0,0,0,6.876521787,0,67.62
"Lepus capensis",2436736,"Lepus capensis","Cape Hare","Lepus","Leporidae","Lagomorpha","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,3269.771,6885.4837718,0,210.58,1,0,0,14,0,NA,NA,2,0,0,0,0,1,0,7.912083487,0,2047.11
"Lepus castroviejoi",2436788,"Lepus castroviejoi","Broom Hare","Lepus","Leporidae","Lagomorpha","Mammalia",0,NA,"VU","VU","Yes","Yes","Yes",NA,0,3814.865257,4825.0415770536,0,126.48,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,7.775920626,1,2822.41
"Lepus corsicanus",2436789,"Lepus corsicanus","Corsican Hare","Lepus","Leporidae","Lagomorpha","Mammalia",0,NA,"VU","VU","Yes","Yes","Yes",NA,0,11922.515436,18438.170121774,0,154.65,0,0,1,0,0,NA,NA,0,0,0,0,0,1,1,7.791171588,1,3000
"Lepus europaeus",7952072,"Lepus europaeus","European Hare","Lepus","Leporidae","Lagomorpha","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,333456.383,888061.0392056,0,266.32,1,1,0,15,13,11,2,4,2,0,0,0,1,0,8.131402517,0,3816.43
"Lepus granatensis",2436790,"Lepus granatensis","Granada Hare","Lepus","Leporidae","Lagomorpha","Mammalia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,52112.693,133241.7334624,0,255.68,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,8.443697445,0,2323.94
"Lepus timidus",2436756,"Lepus timidus","Mountain Hare","Lepus","Leporidae","Lagomorpha","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,123808.802,598850.7943938,0,483.69,1,1,0,105,16,8,2,17,5,0,0,0,0,0,7.301367253,0,3105.42
"Limicola falcinellus",2481780,"Calidris falcinellus","Broad-billed Sandpiper","Limicola","Scolopacidae","Charadriiformes","Aves",0,NA,"VU","VU",NA,NA,NA,"L",0,33048.216,110926.337004,0,335.65,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,14.18210823,0,37.1
