"gbif.species","gbif.id","iucn.species","common.name","genus","family","order","class","excluded","exclusion.reason","redlist.europe","redlist.eu","endemic.europe.iucn","endemic.eu.iucn","endemic.europe.final","vuln.clim.change","aze","target.area.km2","protected.area.km2","gap.km2","perc.target.met.in.PAs.and.N2K","zoo.global","zoo.eu","genus.zoo.global","pop.zoo.global","pop.zoo.eu","max.pop.eu","second.max.pop.eu","nr.zoos.global","nr.zoos.eu","eep","esb","aark","redlist.exsitu","redlist.exsitu.needed","ed.value","edge","bodymass.g"
"Poecile cinctus",2487862,"Poecile cinctus","Siberian Tit","Poecile","Paridae","Passeriformes","Aves",0,NA,"LC","NT",NA,NA,NA,"L",0,32594.245,64676.7603535,0,198.43,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.201532,0,11.4
"Poecile lugubris",2487857,"Poecile lugubris","Sombre Tit","Poecile","Paridae","Passeriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","L",0,30568.203,117372.7290591,0,383.97,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,10.836789,0,15.8
"Poecile montanus",2487866,"Poecile montanus","Willow Tit","Poecile","Paridae","Passeriformes","Aves",0,NA,"LC","NT",NA,NA,NA,"L",0,258334.454,630491.0684324,0,244.06,1,1,0,5,1,1,0,3,1,0,0,0,0,0,9.135175,0,11.1
"Poecile palustris",2487843,"Poecile palustris","Marsh Tit","Poecile","Paridae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,269603.686,819217.7602796,0,303.86,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,9.77073,0,11.15
"Polysticta stelleri",5232431,"Polysticta stelleri","Steller's Eider","Polysticta","Anatidae","Anseriformes","Aves",0,NA,"LC","EN",NA,NA,NA,"H",0,NA,NA,NA,NA,1,0,0,2,0,NA,NA,1,0,0,0,0,0,1,5.076587934,0,807.5
"Porphyrio porphyrio",2474416,"Porphyrio porphyrio","Purple Swamphen","Porphyrio","Rallidae","Gruiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,10119.106,60487.9680256,0,597.76,1,1,0,212,67,10,8,53,22,0,0,0,0,0,12.276001,0,793.5
"Porzana parva",2474627,"Zapornia parva","Little Crake","Porzana","Rallidae","Gruiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,60646.05,365404.58046,0,602.52,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,8.559469999,0,49.7
"Porzana porzana",2474621,"Porzana porzana","Spotted Crake","Porzana","Rallidae","Gruiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,160334.284,467294.270718,0,291.45,1,1,0,3,2,2,0,2,1,0,0,0,0,0,9.024827493,0,87.1
"Porzana pusilla",2474628,"Zapornia pusilla","Baillon's Crake","Porzana","Rallidae","Gruiformes","Aves",0,NA,"LC","NT",NA,NA,NA,"L",0,29893.831,223803.1551646,0,748.66,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,8.888526999,0,35.4
"Proteus anguinus",2432042,"Proteus anguinus","Proteus","Proteus","Proteidae","Caudata","Amphibia",0,NA,"VU","VU","Yes",NA,"Yes","H",0,9351.292588,13858.615615416,0,148.2,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,77.587847,1,NA
"Prunella collaris",5231770,"Prunella collaris","Alpine Accentor","Prunella","Prunellidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,51083.549,356062.5532398,0,697.02,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.905551,0,39.2
"Prunella modularis",5231763,"Prunella modularis","Hedge Accentor","Prunella","Prunellidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,346950.972,908907.4613484,0,261.97,1,1,0,2,2,2,0,1,1,0,0,0,0,0,4.903274,0,20.25
"Psammodromus algirus",2469763,"Psammodromus jeanneae",NA,"Psammodromus","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,33979.958,112684.3367196,0,331.62,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,23.12794943,0,NA
"Psammodromus hispanicus",7917188,"Psammodromus hispanicus","Spanish Psammodromus","Psammodromus","Lacertidae","Squamata","Reptilia",0,NA,"LC","LC","Yes","Yes","Yes","H",0,48830.281,145113.8290758,0,297.18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,18.57409695,0,NA
"Pseudepidalea balearica",2422202,"Pseudepidalea balearica",NA,"Pseudepidalea","Bufonidae","Anura","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,22571.401,47542.1419263,0,210.63,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,7.485342348,0,NA
"Pseudepidalea sicula",2422209,"Pseudepidalea sicula",NA,"Pseudepidalea","Bufonidae","Anura","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,9129.162588,4634.8758459276,4494.2867420724,50.77,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,8.157112884,0,NA
"Pseudepidalea variabilis",2422232,"Pseudepidalea variabilis",NA,"Pseudepidalea","Bufonidae","Anura","Amphibia",0,NA,"DD","DD",NA,NA,NA,NA,0,12116.706,41053.8232692,0,338.82,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,8.510957672,0,NA
"Pseudepidalea viridis",2422211,"Pseudepidalea viridis","Green Toad","Pseudepidalea","Bufonidae","Anura","Amphibia",0,NA,"LC","LC",NA,NA,NA,"L",0,142789.307,547082.9508398,0,383.14,1,1,0,2201,2165,2049,30,25,16,0,0,1,0,0,7.601410846,0,NA
"Pseudopus apodus",2468350,"Pseudopus apodus","European Glass Lizard","Pseudopus","Anguidae","Squamata","Reptilia",0,NA,"LC","LC",NA,NA,NA,"L",0,18058.151,75293.4605945,0,416.95,1,1,0,262,108,15,7,105,36,0,0,0,0,0,10.59940853,0,NA
"Pterocles alchata",2480204,"Pterocles alchata","Pin-tailed Sandgrouse","Pterocles","Pteroclididae","Pteroclidiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,23034.279,51748.8112014,0,224.66,1,1,0,84,31,12,6,7,6,0,0,0,0,0,19.382161,0,284.75
"Pterocles orientalis",2480193,"Pterocles orientalis","Black-bellied Sandgrouse","Pterocles","Pteroclididae","Pteroclidiformes","Aves",0,NA,"EN","EN",NA,NA,NA,"L",0,23205.75,54136.694175,0,233.29,1,1,0,24,6,3,2,4,3,0,0,0,0,0,19.530138,0,405.5
"Pterodroma deserta",5788464,"Pterodroma deserta","Desertas Petrel","Pterodroma","Procellariidae","Procellariiformes","Aves",0,NA,"VU","VU","Yes","Yes","Yes","H",0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,7.098134757,1,337.5
"Pterodroma madeira",2481463,"Pterodroma madeira","Zino's Petrel","Pterodroma","Procellariidae","Procellariiformes","Aves",0,NA,"EN","EN","Yes","Yes","Yes","H",1,753.95,466.167285,287.782715,61.83,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,5.718784,0,200
"Pteromys volans",2437258,"Pteromys volans","Siberian Flying Squirrel","Pteromys","Sciuridae","Rodentia","Mammalia",0,NA,"DD","NT",NA,NA,NA,NA,0,26053.903,13980.5243498,12073.3786502,53.66,1,1,0,49,32,20,6,7,5,0,0,0,0,0,7.972021515,0,143.09
"Ptyonoprogne rupestris",4408796,"Ptyonoprogne rupestris","Eurasian Crag-martin","Ptyonoprogne","Hirundinidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,103078.066,288154.733503,0,279.55,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,7.286888,0,20.4
"Puffinus lherminieri",5229361,"Puffinus lherminieri","Audubon's Shearwater","Puffinus","Procellariidae","Procellariiformes","Aves",0,NA,"NT","NT",NA,NA,NA,"L",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.384757,0,194
"Puffinus mauretanicus",5229360,"Puffinus mauretanicus","Balearic Shearwater","Puffinus","Procellariidae","Procellariiformes","Aves",0,NA,"CR","CR","Yes","Yes","Yes","H",0,256.988,1483.0263504,0,577.08,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.976273,1,497
"Puffinus puffinus",5229380,"Puffinus puffinus","Manx Shearwater","Puffinus","Procellariidae","Procellariiformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","L",0,860.255,4964.359554,0,577.08,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,7.270812,0,453.5
"Puffinus yelkouan",5229377,"Puffinus yelkouan","Yelkouan Shearwater","Puffinus","Procellariidae","Procellariiformes","Aves",0,NA,"VU","VU","Yes","Yes","Yes","H",0,1692.503,10527.8764109,0,622.03,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.99879,1,451.6987
"Pusa hispida",5219369,"Pusa hispida","Ringed Seal","Pusa","Phocidae","Carnivora","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,0,4,2,2,0,2,1,0,0,0,0,0,6.579331883,0,70963.6
"Pycnonotus xanthopygos",2486116,"Pycnonotus xanthopygos","White-spectacled Bulbul","Pycnonotus","Pycnonotidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,1,1,0,2,2,2,0,1,1,0,0,0,0,0,6.898489,0,38.1
"Pyrrhocorax graculus",2482553,"Pyrrhocorax graculus","Yellow-billed Chough","Pyrrhocorax","Corvidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,33433.051,225679.7808602,0,675.02,1,1,0,4,2,2,0,2,1,0,0,0,0,0,9.703197676,0,211.5
"Pyrrhocorax pyrrhocorax",2482552,"Pyrrhocorax pyrrhocorax","Red-billed Chough","Pyrrhocorax","Corvidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,55894.818,177818.1845034,0,318.13,1,1,0,138,72,36,8,24,13,0,0,0,0,0,9.719870057,0,277.75
"Pyrrhula murina",4408970,"Pyrrhula murina","Azores Bullfinch","Pyrrhula","Fringillidae","Passeriformes","Aves",0,NA,"VU","VU","Yes","Yes","Yes","H",0,754.81,151.037481,603.772519,20.01,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.399576,0,30
"Pyrrhula pyrrhula",2494543,"Pyrrhula pyrrhula","Eurasian Bullfinch","Pyrrhula","Fringillidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,332851.32,852731.796708,0,256.19,1,1,0,42,24,6,4,14,9,0,0,0,0,0,4.371722312,0,24.4
"Rallus aquaticus",2474831,"Rallus aquaticus","Western Water Rail","Rallus","Rallidae","Gruiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,305308.899,985079.1626235,0,322.65,1,1,0,3,1,1,0,3,1,0,0,0,0,0,6.331713327,0,111.5
"Rana arvalis",2426789,"Rana arvalis","Moor Frog","Rana","Ranidae","Anura","Amphibia",0,NA,"LC","LC",NA,NA,NA,"L",0,175994.092,427225.65833,0,242.75,1,1,0,12,12,10,2,2,2,0,0,0,0,0,15.49036273,0,NA
"Rana dalmatina",2426760,"Rana dalmatina","Agile Frog","Rana","Ranidae","Anura","Amphibia",0,NA,"LC","LC",NA,NA,NA,"L",0,158229.938,575925.3283324,0,363.98,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,16.73875878,0,NA
"Rana graeca",2426795,"Rana graeca","Greek Stream Frog","Rana","Ranidae","Anura","Amphibia",0,NA,"LC","LC","Yes",NA,"Yes","L",0,12705.236,50765.0409616,0,399.56,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,16.79729675,0,NA
"Rana iberica",2426774,"Rana iberica","Iberian Frog","Rana","Ranidae","Anura","Amphibia",0,NA,"NT","NT","Yes","Yes","Yes","L",0,11745.629,37104.442011,0,315.9,0,0,1,0,0,NA,NA,0,0,0,0,0,1,0,12.72175176,0,NA
"Rana italica",2426815,"Rana italica","Italian Stream Frog","Rana","Ranidae","Anura","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,11857.713,38102.3891829,0,321.33,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,12.70110832,0,NA
"Rana latastei",2426788,"Rana latastei","Italian Agile Frog","Rana","Ranidae","Anura","Amphibia",0,NA,"VU","VU","Yes",NA,"Yes","H",0,11932.910912,12560.5820259712,0,105.26,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,15.0602322,0,NA
"Rana pyrenaica",2426793,"Rana pyrenaica","Pyrenean Frog","Rana","Ranidae","Anura","Amphibia",0,NA,"EN","EN","Yes","Yes","Yes","L",0,2381.82045,2152.927504755,228.892945245,90.39,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,13.01118012,0,NA
"Rana temporaria",2426805,"Rana temporaria","European Common Frog","Rana","Ranidae","Anura","Amphibia",0,NA,"LC","LC",NA,NA,NA,"L",0,314454.528,929464.6938624,0,295.58,1,1,0,34,29,10,6,8,7,0,0,0,0,0,19.02456542,0,NA
"Rangifer tarandus",5220114,"Rangifer tarandus","Reindeer","Rangifer","Cervidae","Artiodactyla","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,9325.388328,1382.0225502096,7943.3657777904,14.82,1,1,0,782,525,20,18,145,94,0,1,0,0,0,8.404676633,0,109088.5
"Rattus rattus",2439270,"Rattus rattus","House Rat","Rattus","Muridae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,0,307,283,42,35,21,14,0,0,0,0,0,4.492615962,0,142.68
"Recurvirostra avosetta",2480259,"Recurvirostra avosetta","Pied Avocet","Recurvirostra","Recurvirostridae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,42922.082,167078.4963932,0,389.26,1,1,0,989,849,43,41,75,62,0,0,0,0,0,10.487141,0,304
"Regulus ignicapilla",6093527,"Regulus ignicapilla","Firecrest","Regulus","Regulidae","Passeriformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","L",0,234728.292,985225.0600116,0,419.73,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,22.842921,0,5.6
"Regulus madeirensis",4408806,"Regulus madeirensis","Madeira Firecrest","Regulus","Regulidae","Passeriformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","L",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,22.842921,0,5.4375
"Regulus regulus",2484596,"Regulus regulus","Goldcrest","Regulus","Regulidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,318441.226,832500.8971318,0,261.43,1,1,0,3,2,2,0,2,1,0,0,0,0,0,19.890283,0,5.55
"Remiz pendulinus",2487385,"Remiz pendulinus","Eurasian Penduline-tit","Remiz","Remizidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,157312.777,559246.922235,0,355.5,1,1,0,2,2,2,0,1,1,0,0,0,0,0,11.352255,0,9.3
"Rhinolophus euryale",2432621,"Rhinolophus euryale","Mediterranean Horseshoe Bat","Rhinolophus","Rhinolophidae","Chiroptera","Mammalia",0,NA,"VU","VU",NA,NA,NA,NA,0,155313.635,401874.0305625,0,258.75,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,2.820879253,0,9.25
"Rhinolophus ferrumequinum",2432655,"Rhinolophus ferrumequinum","Greater Horseshoe Bat","Rhinolophus","Rhinolophidae","Chiroptera","Mammalia",0,NA,"NT","NT",NA,NA,NA,NA,0,218793.856,661654.4999296,0,302.41,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,2.934047774,0,22.59
"Rhinolophus hipposideros",2432614,"Rhinolophus hipposideros","Lesser Horseshoe Bat","Rhinolophus","Rhinolophidae","Chiroptera","Mammalia",0,NA,"NT","NT",NA,NA,NA,NA,0,254094.622,796408.7737346,0,313.43,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,3.016185907,0,4.57
"Rhinolophus mehelyi",2432667,"Rhinolophus mehelyi","Mehely's Horseshoe Bat","Rhinolophus","Rhinolophidae","Chiroptera","Mammalia",0,NA,"VU","VU",NA,NA,NA,NA,0,35529.047,113607.6806872,0,319.76,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,2.817135287,0,14.03
"Rhodopechys sanguineus",2494570,"Rhodopechys sanguineus","Eurasian Crimson-winged Finch","Rhodopechys","Fringillidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,4.364645,0,38.15
"Rhodospiza obsoleta",2494787,"Rhodospiza obsoleta","Desert Finch","Rhodospiza","Fringillidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,4.219156833,0,25.5
"Riparia riparia",2489160,"Riparia riparia","Sand Martin","Riparia","Hirundinidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,306224.083,675714.0615478,0,220.66,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,10.144898,0,12.7333333333333
"Rissa tridactyla",2481205,"Rissa tridactyla","Black-legged Kittiwake","Rissa","Laridae","Charadriiformes","Aves",0,NA,"VU","EN",NA,NA,NA,"L",0,8983.987,46398.6992602,0,516.46,1,1,0,41,34,26,8,3,2,0,0,0,0,0,4.252945557,0,416.333333333333
"Rupicapra pyrenaica",5220171,"Rupicapra pyrenaica","Pyrenean Chamois","Rupicapra","Bovidae","Artiodactyla","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,1010.745212,886.2214018816,124.5238101184,87.68,1,1,0,17,17,7,4,4,4,0,0,0,1,1,8.284653006,0,29999.99
"Rupicapra rupicapra",5220170,"Rupicapra rupicapra","Northern Chamois","Rupicapra","Bovidae","Artiodactyla","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,10582.12575,16504.941532275,0,155.97,1,1,0,95,85,19,14,15,11,0,0,0,0,0,8.280427526,0,33266.35
"Salamandra atra",2431781,"Salamandra atra",NA,"Salamandra","Salamandridae","Caudata","Amphibia",0,NA,"LC","LC","Yes",NA,"Yes","H",0,NA,NA,NA,NA,1,1,0,2,2,1,0,2,2,0,0,0,0,0,14.95559289,0,NA
"Salamandra corsica",2431779,"Salamandra corsica","Corsican Fire Salamander","Salamandra","Salamandridae","Caudata","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,3132.781601,738.0833451956,2394.6982558044,23.56,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,14.0568224,0,NA
"Salamandra lanzai",2431780,"Salamandra lanzai","Lanza's Alpine Salamander","Salamandra","Salamandridae","Caudata","Amphibia",0,NA,"VU","VU","Yes","Yes","Yes","L",0,716.23,289.142051,427.087949,40.37,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,13.96540401,0,NA
"Salamandra salamandra",2431776,"Salamandra salamandra","Common Fire Salamander","Salamandra","Salamandridae","Caudata","Amphibia",0,NA,"LC","LC","Yes",NA,"Yes","L",0,196732.731,895232.2924155,0,455.05,1,1,0,592,526,87,67,62,44,0,0,0,0,0,14.44949036,0,NA
"Salamandrina perspicillata",2431851,"Salamandrina perspicillata","Northern Spectacled Salamander","Salamandrina","Salamandridae","Caudata","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,11876.781378,18745.1240488974,0,157.83,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,28.52499974,0,NA
"Salamandrina terdigitata",2431852,"Salamandrina terdigitata","Spectacled Salamander","Salamandrina","Salamandridae","Caudata","Amphibia",0,NA,"LC","LC","Yes","Yes","Yes","L",0,8556.370244,9527.518266694,0,111.35,1,1,0,2,2,2,0,1,1,0,0,0,0,0,28.45667595,0,NA
"Saxicola dacotiae",2492522,"Saxicola dacotiae","Fuerteventura Stonechat","Saxicola","Muscicapidae","Passeriformes","Aves",0,NA,"NT","NT","Yes","Yes","Yes","L",0,1405.693452,741.6438652752,664.0495867248,52.76,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,5.066115,0,12.2
"Saxicola rubetra",2492521,"Saxicola rubetra","Whinchat","Saxicola","Muscicapidae","Passeriformes","Aves",0,NA,"LC","VU","Yes",NA,"Yes","L",0,321837.512,821973.005648,0,255.4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,7.587705991,0,16.6
"Saxicola torquatus",2492526,"Saxicola torquatus","Common Stonechat","Saxicola","Muscicapidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,284210.605,601588.5876035,0,211.67,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,5.056836,0,15.35
"Sciurus vulgaris",8211070,"Sciurus vulgaris","Eurasian Red Squirrel","Sciurus","Sciuridae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,385309.53,1068617.450502,0,277.34,1,1,0,225,123,16,12,39,21,0,0,0,0,0,3.900668253,0,333
"Scolopax rusticola",2481700,"Scolopax rusticola","Eurasian Woodcock","Scolopax","Scolopacidae","Charadriiformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,264957.889,663057.1172225,0,250.25,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,10.290889,0,308.333333333333
"Serinus canaria",2494303,"Serinus canaria","Island Canary","Serinus","Fringillidae","Passeriformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","L",0,5772.057072,4760.7926729856,1011.2643990144,82.48,1,1,0,601,449,81,48,57,36,0,0,0,0,0,4.24331839,0,24.3
"Serinus pusillus",2494194,"Serinus pusillus","Red-fronted Serin","Serinus","Fringillidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,3.424302694,0,11.58889
"Serinus serinus",2494200,"Serinus serinus","European Serin","Serinus","Fringillidae","Passeriformes","Aves",0,NA,"LC","LC","Yes","Yes","Yes","L",0,298768.321,767894.3386342,0,257.02,1,1,0,5,3,1,0,4,3,0,0,0,0,0,4.05869969,0,11.2
"Setophaga striata",6092935,"Muscicapa striata","Spotted Flycatcher","Setophaga","Parulidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"L",0,407085.175,1128033.019925,0,277.1,1,1,0,2,2,1,0,2,2,0,0,0,0,0,4.2023885,0,13.2
"Sicista betulina",2439449,"Sicista betulina","Northern Birch Mouse","Sicista","Dipodidae","Rodentia","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,64731.288,117843.309804,0,182.05,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,11.36288313,0,8.92
"Sicista subtilis",2439439,"Sicista subtilis","Southern Birch Mouse","Sicista","Dipodidae","Rodentia","Mammalia",0,NA,"NT","VU",NA,NA,NA,NA,0,6186.275,16388.0611025,0,264.91,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,12.84169103,0,11.75
"Sitta europaea",2484916,"Sitta europaea","Wood Nuthatch","Sitta","Sittidae","Passeriformes","Aves",0,NA,"LC","LC",NA,NA,NA,"H",0,320087.883,967625.670309,0,302.3,1,1,0,8,8,6,1,3,3,0,0,0,0,0,9.634657,0,20.425
"Sitta krueperi",2484880,"Sitta krueperi","Krueper's Nuthatch","Sitta","Sittidae","Passeriformes","Aves",0,NA,"LC","NT","Yes",NA,"Yes","L",0,162.518,1172.323593,0,721.35,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.231083,0,12.4
"Sitta neumayer",2484890,"Sitta neumayer","Western Rock-nuthatch","Sitta","Sittidae","Passeriformes","Aves",0,NA,"LC","LC","Yes",NA,"Yes","L",0,13341.755,38733.783116,0,290.32,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,7.900689,0,26.5
"Sitta whiteheadi",2484886,"Sitta whiteheadi","Corsican Nuthatch","Sitta","Sittidae","Passeriformes","Aves",0,NA,"VU","VU","Yes","Yes","Yes","L",0,2888.130004,1254.892486738,1633.237517262,43.45,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,4.785121,0,11.8
"Somateria mollissima",2498352,"Somateria mollissima","Common Eider","Somateria","Anatidae","Anseriformes","Aves",0,NA,"EN","VU",NA,NA,NA,"H",0,24335.544,72354.4394208,0,297.32,1,1,0,390,301,29,25,56,46,0,0,0,0,0,3.119958,0,2066.5
"Sorex alpinus",2435986,"Sorex alpinus","Alpine Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"NT","NT","Yes",NA,"Yes",NA,0,37857.809,155379.8054787,0,410.43,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,15.1228696,0,8.04
"Sorex antinorii",2435998,"Sorex antinorii","Valais Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"DD","DD","Yes",NA,"Yes",NA,0,27059.183,72583.5524792,0,268.24,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.54651036,0,7.325418324
"Sorex araneus",8316400,"Sorex araneus","Eurasian Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,280605.11,749580.430343,0,267.13,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.545352891,0,9.18
"Sorex arunchi",2435963,"Sorex arunchi","Valais Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"DD","DD","Yes",NA,"Yes",NA,0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,7.619954181,0,7.325418324
"Sorex caecutiens",2435994,"Sorex caecutiens","Laxmann's Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,49853.672,91685.8881752,0,183.91,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,9.866843004,0,6.3
"Sorex coronatus",2436090,"Sorex coronatus","Crowned Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"LC","LC","Yes",NA,"Yes",NA,0,89672.046,380890.9825896,0,424.76,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,6.375135815,0,9.32
"Sorex granarius",2436071,"Sorex granarius","Iberian Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"DD","DD","Yes","Yes","Yes",NA,0,11833.257828,18644.4810337968,0,157.56,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,5.672672413,0,6.39
"Sorex isodon",2436016,"Sorex isodon","Even-toothed Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,23630.337,16080.4443285,7549.8926715,68.05,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,9.806995771,0,12.23
"Sorex minutissimus",2435959,"Sorex minutissimus","Eurasian Least Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,38891.922,50283.3659538,0,129.29,1,0,0,15,0,NA,NA,1,0,0,0,0,0,0,7.845267071,0,2.46
"Sorex minutus",7571319,"Sorex minutus","Eurasian Pygmy Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"LC","LC",NA,NA,NA,NA,0,388425.236,1027540.1193144,0,264.54,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,8.119837692,0,4.32
"Sorex samniticus",2436103,"Sorex samniticus","Appenine Shrew","Sorex","Soricidae","Soricomorpha","Mammalia",0,NA,"LC","LC","Yes","Yes","Yes",NA,0,16069.329,40023.8777403,0,249.07,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,9.21750694,0,8.24
