"db.species","col.species","x","m2","m3","m4","m11","m12","m13","m14","m15","m17","m19","m20","m21","m22","m23","m24","m25","m26","m28","m30","m36","m37","m38","m43","m45","m46","m49","m52","m53","m54","m56","m57","m58","m59","m62","m66","m68","m72","m73","m74","m76","m77","m80","m81","m83","m85","m86","m90","m91","m94","m96","m97","m98","m99","m100","m101","m103","m105","m110","m111","m114","m121","m125","m127","m128","m130","m131","m132","m133","m136","m137","m138","m140","m141","m142","m143","m146","m148","m149","m152","m153","m154","m156","m157","m158","m159","m160","m161","m162","m163","m164","m165","m166","m167","m169","m170","m171","m172","m174","m175","m176","m177","m178","m179","m180","m181","m182","m183","m185","m186","m187","m189","m191","m192","m195","m196","m197","m198","m201","m203","m206","m207","m208","m209","m210","m211","m212","m213","m214","m215","m216","m218","m224","m225","m226","m227","m228","m230","m232","m234","m235","m237","m241","m243","m244","m245","m246","m248","m249","m250","m251","m252","m253","m255","m262","m263","m265","m268","m273","m277","m278","m279","m280","m283","m284","m285","m286","m287","m290","m292","m293","m295","check","kingdom","phylum","class","order","family","genus","gbif.species","gbif.species.id"
"Acomys minous","Acomys minous","m2",1,0,0,0,0,0,0,0,0.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.03,0,0,0,0,0,0,0.99,0,0.99,0.03,0,0,0.27,0,1,0,0,0,0,0,0.79,0,0,0,0,1,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27,0,0.79,0,0.43,0,0,0.79,0,0.79,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1,0,0,0,0.79,0.79,0,0,0,0.78,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,1,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Acomys","Acomys minous",2438264
"Acomys nesiotes","Acomys nesiotes","m3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,1,0,0,0.96,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.55,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0.63,0,0,0.99,0,0,0,0,0,0,0,0,0,0.99,0,0.99,0.99,0,0,0,0,0,0,0.99,0,0,0,0,0.99,0,0,0,0.99,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Acomys","Acomys nesiotes",2438261
"Alces alces","Alces alces","m4",0,0,1,0.03,0.33,0,0,0.54,0,0.26,0.08,0,0.28,0,0,0,0.11,0,0,0,0,0.94,0,0,0.03,0,0.04,0,0,0,0.04,0,0,0,0.01,0.15,0,0.98,0.15,0.63,0.2,0,0,0,0.07,0.28,0,0,0.29,0,0,0,0.33,0,0.06,0.29,0,0.16,0.78,0.94,0,0,0.06,1,0.1,0,0,0,0,0,0,0,0.12,0,0,0,0.02,0,0.09,0,0,0,0,0,0.2,0,0,0.14,0.74,0.01,0,0.98,0.28,0.95,0.4,0.09,0,0.51,0,0,0.03,0,0.59,0,0.11,0.2,0,0.06,0.43,0.32,0,0.01,0.13,0,0.01,0.16,0.4,0,0,0,0,0.27,0.22,0.17,0.48,0.04,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.78,0.37,0,0,0,0,0.98,0.49,0,0,0.19,0.33,1,0,0,0,0,0,0,0,0.26,0,0,0.3,0,0,0,0,0.65,0.41,0,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Alces","Alces alces",2440940
"Alopex lagopus","Vulpes lagopus","m11",0,0,1,1,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0.92,0,0,1,0,0,0,0,0,0.95,0.49,0,0,0,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.94,0,0,0,0.94,0,0,0.94,0,0.55,0.94,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.94,0.73,0,0,0,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0.94,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes lagopus",5219303
"Apodemus agrarius","Apodemus agrarius","m12",0,0,0.36,0,1,0,0,0.73,0,0.73,0.39,0,0.26,0,0.09,0,0.36,0,0.08,0,0,0.98,0,0.01,0.35,0,0.53,0,0.04,0,0.53,0,0.04,0,0.13,0.2,0,0.51,0.79,0.36,0.73,0.1,0,0,0.34,0.07,0.17,0,0,0,0,0,0.58,0,0,0.21,0,0.73,0.4,0.75,0,0.01,0.42,0.63,0.53,0,0,0,0,0,0,0,0.18,0.02,0,0.01,0.02,0.01,0.38,0,0,0.31,0,0.01,0.6,0.12,0,0.35,0.32,0.21,0,0.99,0.57,0.63,0,0.01,0,0.1,0.05,0.05,0.25,0.25,0.55,0.03,0.17,0.25,0.26,0.45,0.62,0.48,0,0.14,0.15,0,0.11,0.56,0.65,0,0,0.18,0,0.49,0.85,0.37,0.56,0.33,0,0.02,0,0,0.08,0.05,0.09,0.16,0.23,0.05,0,0,0,0.4,0.31,0,0.03,0.09,0.02,0.71,0.13,0.01,0,0.07,0.08,0.74,0,0.01,0.05,0,0.09,0,0.01,0.49,0.05,0,0.83,0,0,0,0,0.21,0.64,0.01,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","Apodemus agrarius",2437761
"Apodemus alpicola","Apodemus alpicola","m13",0,0,0,0,0.06,1,0,0.86,0,0.92,0,0,0.57,0.02,1,0,0.84,0,0,0.02,0,1,0.13,0,0,0,0.91,0,0.02,0,0.44,0,0,0,0.54,0.62,0,0.87,0.92,0.79,0.27,0.01,0,0.01,0.77,0,0.51,0,0,0,0,0,0.44,0,0.13,0.53,0,0.6,0.84,1,0,0,0,0.82,0.16,0,0,0,0.01,0,0,0,0,0.11,0,0.3,0,0.01,0.83,0,0,0.14,0,0,0.16,0,0,0.46,0.75,0,0,1,0.29,0.98,0,0,0,0,0.13,0.01,0.44,0.22,0.68,0.03,0,0.43,0.4,0.58,0.89,0.81,0,0.35,0.31,0,0.1,1,0.9,0,0,0.78,0,0.83,0.92,0.17,0.78,0.53,0,0.84,0,0,0,0,0.02,0.23,0.48,0,0,0.55,0,0.84,0.08,0,0,0.97,0.42,0.63,0,0.11,0,0,0,0.99,0,0,0,0,0,0,0,0.81,0.3,0.06,0.49,0,0,0,0,0.21,0.95,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","Apodemus alpicola",2437769
"Apodemus epimelas","Apodemus epimelas","m14",0,0,0,0,0.08,0,1,0.99,0,0.98,0,0,0.05,0,0,0,0,0,0.92,0,0,0.98,0.05,0.25,0,0,0.92,0,0,0,0.98,0,0,0.01,0.27,0,0,0,0.98,0,0.98,0.06,0,0,0.28,0,0.98,0,0,0,0,0,0.98,0,0,0.67,0,0.99,0.05,0.99,0,0,0,0,0.01,0,0,0,0,0,0,0.12,0.2,0,0,0,0,0,0.11,0,0.51,0.34,0,0.63,0.99,0.01,0,0,0,0,0,0.98,0.06,0.05,0,0,0,0,0,0.27,0,0.92,0,0.5,0,0.14,0.92,0.98,0.23,0.3,0,0.64,0.02,0,0,0.81,0.98,0,0,0.98,0,0,0.98,0,0,0,0.63,0.56,0,0,0,0.96,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.35,0,0,0.41,0,0.02,0,0.21,0.07,0.94,0.03,0.07,0,0,0,0.14,0.07,0.18,0.02,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","Apodemus epimelas",4264851
"Apodemus flavicollis","Apodemus flavicollis","m15",0,0,0.38,0,0.46,0.02,0.01,1,0,0.79,0.19,0,0.26,0.04,0.16,0,0.43,0,0.08,0,0,0.98,0.01,0.01,0.14,0,0.45,0,0.1,0,0.44,0,0.05,0,0.13,0.29,0,0.57,0.67,0.67,0.41,0.12,0.01,0.06,0.41,0.05,0.25,0.04,0.01,0,0,0.01,0.75,0.02,0.01,0.32,0,0.6,0.53,0.99,0,0.01,0.15,0.83,0.32,0,0.01,0,0.03,0,0.02,0,0.11,0.02,0.03,0.04,0.01,0.03,0.42,0,0.01,0.3,0,0.02,0.45,0.05,0.01,0.41,0.5,0.08,0,0.99,0.53,0.87,0.02,0,0,0.12,0.09,0.05,0.34,0.32,0.63,0.05,0.14,0.36,0.43,0.56,0.83,0.63,0,0.23,0.21,0,0.14,0.69,0.86,0.07,0,0.3,0,0.58,0.76,0.3,0.69,0.37,0.01,0.06,0,0,0.06,0.06,0.15,0.24,0.31,0.04,0,0.02,0,0.53,0.22,0,0.02,0.11,0.08,0.79,0.11,0.09,0,0.04,0.07,0.98,0.03,0,0.04,0,0.07,0,0.06,0.54,0.17,0.02,0.69,0,0.02,0.02,0.01,0.2,0.64,0.01,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","Apodemus flavicollis",2437756
"Apodemus mystacinus","Apodemus mystacinus","m17",0.81,0,0,0,0,0,0,0,1,0.85,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.04,0.14,0,0,0,0.13,0,0.99,0,0.99,0.05,0,0,0.31,0,1,0,0,0,0,0,0.84,0,0,0,0,0.98,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0.13,0.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.31,0,0.97,0,0.46,0,0,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1,0.03,0,0,0.94,0.84,0,0,0,0.83,0.03,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,1,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","Apodemus mystacinus",2437773
"Apodemus sylvaticus","Apodemus sylvaticus","m19",0,0,0.12,0,0.3,0.01,0.01,0.5,0,1,0.14,0,0.2,0.07,0.1,0.01,0.32,0,0.05,0,0.01,0.86,0.01,0.01,0.17,0,0.47,0,0.29,0.01,0.48,0,0.04,0,0.08,0.2,0,0.25,0.82,0.73,0.32,0.11,0.02,0.11,0.27,0,0.3,0.04,0.01,0.01,0,0.01,0.49,0.12,0.01,0.24,0,0.72,0.29,0.73,0,0,0.31,0.49,0.42,0,0.01,0.01,0.07,0,0.04,0,0.03,0.01,0.06,0.02,0.01,0.04,0.29,0,0.01,0.41,0,0.02,0.69,0.05,0.1,0.26,0.33,0.09,0,0.95,0.51,0.51,0,0,0,0.02,0.07,0.03,0.27,0.3,0.29,0.04,0.07,0.25,0.44,0.56,0.58,0.45,0.01,0.19,0.14,0,0.12,0.65,0.62,0.21,0.01,0.45,0,0.4,0.94,0.39,0.41,0.38,0.01,0.04,0,0,0,0.04,0.16,0.22,0.27,0.06,0,0.01,0,0.28,0.05,0,0.01,0.07,0.05,0.42,0,0.08,0.01,0,0,0.63,0.02,0,0.03,0,0.05,0,0.09,0.42,0.29,0.01,0.66,0,0.05,0.02,0,0.04,0.36,0,0.96,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","Apodemus sylvaticus",2437760
"Apodemus uralensis","Apodemus uralensis","m20",0,0,0.2,0,0.93,0,0,0.71,0,0.83,1,0,0.27,0,0.17,0,0.41,0,0.06,0,0,1,0,0.01,0.58,0,0.72,0,0,0,0.8,0,0.01,0,0.21,0.14,0,0.4,0.89,0.14,1,0.14,0,0,0.42,0,0.14,0,0,0,0,0,0.63,0,0,0.2,0,0.82,0.33,0.71,0,0.01,0.51,0.6,0.65,0,0,0,0,0,0,0,0.12,0,0,0,0.01,0,0.52,0,0,0.48,0,0,0.67,0.27,0,0.44,0.26,0.48,0,1,0.62,0.53,0,0,0,0,0.06,0.03,0.35,0.42,0.55,0.02,0.18,0.24,0.45,0.54,0.64,0.55,0,0.21,0.17,0,0.18,0.63,0.72,0,0,0.12,0,0.55,1,0.38,0.55,0.43,0,0,0,0,0,0.05,0.1,0.22,0.35,0.02,0,0,0,0.33,0.23,0,0.05,0.17,0,0.71,0.01,0,0,0,0,0.71,0,0.01,0.07,0,0.21,0,0,0.49,0,0,0.92,0,0,0,0,0.11,0.72,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","Apodemus uralensis",2437775
"Apodemus witherbyi","Apodemus witherbyi","m21",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0.99,0,0.99,0,0.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,1,0.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,1,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Muridae","Apodemus","Apodemus witherbyi",5706747
"Arvicola amphibius","Arvicola amphibius","m22",0,0,0.42,0.01,0.35,0.03,0,0.56,0,0.66,0.15,0,1,0.08,0.13,0,0.27,0,0.04,0,0,0.91,0.01,0,0.15,0,0.41,0,0.1,0,0.38,0,0.04,0,0.09,0.19,0,0.53,0.55,0.63,0.31,0.08,0.02,0.03,0.25,0.12,0.21,0.05,0.14,0,0,0.01,0.47,0.01,0.04,0.55,0,0.51,0.49,0.81,0,0,0.24,0.73,0.31,0,0.01,0,0.01,0,0.01,0,0.07,0.02,0.02,0.03,0.04,0.04,0.27,0,0,0.25,0,0.01,0.47,0.04,0,0.24,0.49,0.08,0,0.96,0.63,0.73,0.18,0.04,0,0.23,0.06,0.02,0.21,0.2,0.42,0.04,0.14,0.39,0.28,0.37,0.53,0.38,0,0.28,0.54,0,0.09,0.46,0.55,0.04,0,0.25,0,0.37,0.64,0.29,0.43,0.27,0,0.05,0,0,0.07,0.03,0.1,0.16,0.21,0.02,0,0.02,0,0.49,0.16,0,0.01,0.1,0.07,0.67,0.2,0.06,0,0.09,0.14,0.82,0.03,0,0.02,0,0.04,0,0.04,0.34,0.13,0.02,0.58,0,0.01,0.03,0,0.32,0.39,0.01,0.94,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicola","Arvicola amphibius",4265185
"Arvicola sapidus","Arvicola sapidus","m23",0,0,0,0,0,0,0,0.32,0,1,0,0,0.31,1,0.06,0.05,0.37,0,0,0,0.04,0.85,0.02,0,0,0,0.18,0,0.76,0,0.52,0,0,0,0,0.42,0,0.02,1,1,0,0.14,0.21,0.42,0.21,0,0.55,0,0,0,0,0,0.36,0.37,0,0.52,0,0.92,0.22,0.72,0,0,0.25,0.48,0.46,0,0,0.03,0.25,0,0.15,0,0,0,0.24,0.03,0,0,0.2,0,0,0.67,0,0,0.74,0,0.32,0.11,0.22,0,0.02,0.99,0.89,0.37,0,0,0,0,0.1,0,0.32,0.44,0.02,0.08,0.01,0.39,0.7,0.77,0.49,0.41,0,0.51,0.4,0,0.23,0.69,0.43,0.73,0,0.89,0,0.32,1,0.35,0.32,0.48,0,0.02,0,0,0,0,0.29,0.33,0.35,0.07,0,0.01,0,0.22,0,0,0,0.01,0.02,0.05,0,0.22,0.06,0,0,0.54,0,0,0,0,0,0,0.16,0.51,0.64,0,0.59,0,0.21,0,0,0.01,0,0,0.98,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicola","Arvicola sapidus",2438492
"Arvicola scherman","Arvicola scherman","m24",0,0,0.01,0,0.35,0.14,0,0.98,0,0.99,0.28,0,0.36,0.04,1,0,0.66,0,0.04,0,0,1,0.04,0,0.12,0,0.9,0,0.16,0,0.63,0,0.03,0,0.4,0.38,0,0.61,0.99,0.63,0.48,0.3,0,0.04,0.64,0,0.26,0,0,0,0,0,0.78,0,0.03,0.48,0,0.8,0.66,1,0,0,0,0.93,0.34,0,0,0,0.01,0,0.01,0,0,0.08,0,0.09,0,0,0.95,0.01,0,0.4,0,0,0.34,0.01,0,0.53,0.62,0.09,0,1,0.62,0.92,0,0,0,0,0.22,0,0.53,0.4,0.57,0.06,0.05,0.53,0.73,0.86,0.98,0.66,0,0.42,0.28,0,0.17,1,0.99,0.02,0,0.44,0,0.66,0.99,0.34,0.66,0.61,0,0.2,0,0,0,0.04,0.14,0.32,0.49,0,0,0.12,0,0.66,0.11,0,0.01,0.51,0.1,0.8,0,0.19,0,0,0,1,0,0.01,0.02,0,0.03,0,0.01,0.65,0.13,0.01,0.79,0,0,0,0,0.2,0.85,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicola","Arvicola scherman",4265186
"Atelerix algirus","Atelerix algirus","m25",0,0,0,0,0,0,0,0,0,0.96,0,0,0,0.31,0,1,0.24,0,0,0,0.06,0.44,0,0,0,0.01,0,0.01,0.81,0,0.01,0,0,0,0,0.32,0,0,0.97,0.88,0,0.09,0,0.51,0.04,0,0.99,0,0,0,0,0,0.27,0.58,0,0.25,0,0.79,0.01,0.67,0,0,0.03,0.11,0.05,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.85,0,0.78,0,0.02,0,0,0.89,0.65,0.05,0,0,0,0,0,0,0.2,0.56,0,0.26,0,0.11,0.58,0.7,0.16,0.33,0,0.33,0.05,0,0,0.24,0,0.74,0,0.95,0.01,0.28,0.96,0.47,0.11,0.32,0,0.01,0,0.01,0,0,0.2,0.26,0.28,0,0,0,0,0.08,0,0,0,0,0,0.04,0,0.02,0,0,0,0.21,0,0,0,0,0,0,0.27,0.3,0.98,0,0.27,0,0.05,0,0,0,0,0,0.82,"found species on GBIF","Animalia","Chordata","Mammalia","Erinaceomorpha","Erinaceidae","Atelerix","Atelerix algirus",2437136
"Barbastella barbastellus","Barbastella barbastellus","m26",0,0,0.15,0,0.43,0.04,0,0.8,0,0.94,0.21,0,0.23,0.08,0.2,0.01,1,0,0.07,0,0.01,0.92,0,0,0.13,0,0.55,0,0.13,0.01,0.56,0,0.06,0,0.21,0.52,0,0.41,0.96,0.61,0.46,0.22,0.03,0.12,0.72,0,0.39,0.05,0,0.01,0,0.02,0.7,0.11,0,0.26,0,0.84,0.58,0.97,0,0.01,0.25,0.72,0.25,0,0.01,0,0.07,0,0.01,0,0.07,0.04,0.07,0.06,0.02,0.04,0.53,0,0,0.46,0,0.01,0.36,0.04,0.08,0.67,0.2,0.07,0,0.98,0.56,0.76,0,0,0,0,0.19,0.05,0.74,0.45,0.67,0.05,0.12,0.29,0.59,0.77,0.84,0.98,0.01,0.3,0.21,0,0.3,0.95,0.84,0.2,0.01,0.51,0,0.94,0.99,0.56,0.92,0.82,0,0.08,0,0,0,0.06,0.37,0.57,0.68,0.07,0,0.03,0,0.59,0.11,0,0.02,0.16,0.11,0.61,0,0.21,0.03,0,0,0.91,0.05,0,0.03,0,0.07,0,0.18,0.92,0.33,0.03,0.67,0,0.08,0.02,0,0.07,0.58,0,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Barbastella","Barbastella barbastellus",2432582
"Bison bonasus","Bison bonasus","m28",0,0,0.88,0,1,0,0,1,0,1,0.14,0,0.19,0,0.11,0,0.7,1,0,0,0,1,0,0,0.27,0,1,0,0,0,0.11,0,0,0,0.68,0.12,0,1,1,0,1,0.12,0,0,0.63,0,0,0,0,0,0,0,0.77,0,0,0.29,0,0.8,0.7,1,0,0,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0.03,0,1,0,0,0,0,0,0.3,0,0,0.56,0.56,0.02,0,1,0.48,1,0,0,0,0,0.1,0,0.1,0.09,0.7,0,0.34,0.37,0.01,0.11,1,0.7,0,0.28,0.18,0,0.7,1,1,0,0,0,0,0.7,1,0.56,0.7,0.12,0,0,0,0,0,0,0,0.07,0.1,0,0,0,0,0.7,0.94,0,0,0.13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.63,0,0,0.77,0,0,0,0,0.14,1,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","Bison bonasus",2441184
"Canis aureus","Canis aureus","m30",0,0,0,0,0.64,0,0.16,0.99,0,1,0.18,0,0.22,0,0.08,0,0.48,0,1,0,0,1,0.01,0.1,0.16,0,1,0,0,0,0.97,0,0.27,0,0.43,0.02,0,0.02,1,0.01,1,0.36,0,0,0.77,0,0.86,0,0,0,0,0,0.94,0,0,0.36,0,0.85,0.38,0.99,0,0.08,0.25,0.19,0.19,0,0,0,0,0.02,0,0.05,0.34,0.14,0,0,0,0,0.45,0,0.14,0.8,0,0.24,0.62,0.15,0,0.58,0.05,0.21,0,1,0.49,0.34,0,0,0.01,0,0.18,0.56,0.6,0.94,0.43,0.33,0.01,0.3,0.95,0.97,0.72,0.77,0,0.51,0.18,0,0.42,0.97,1,0,0,0.89,0,0.66,1,0.15,0.63,0.57,0.16,0.3,0,0,0,0.6,0.52,0.58,0.68,0.52,0,0.01,0,0.33,0,0,0.05,0.08,0.01,0.68,0,0,0,0,0,0.82,0,0,0.36,0,0.28,0,0.14,0.57,0.49,0.02,0.68,0.02,0,0,0.06,0.14,0.68,0.09,1,"found species on GBIF","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis aureus",5219219
"Capra ibex","Capra ibex","m36",0,0,0,0,0.01,0.49,0,0.28,0,0.33,0,0,0.34,0,0.56,0,0.11,0,0,1,0,0.56,0.87,0,0,0,0.43,0,0.07,0,0.16,0,0,0,0.06,0.08,0,0.39,0.33,0.24,0.06,0,0,0.01,0.11,0,0.5,0,0,0,0,0,0.33,0,0.71,0.48,0,0.92,0.11,0.63,0,0,0,0.31,0.58,0,0,0,0,0,0,0,0,0.01,0,0.38,0,0.03,0.36,0,0,0.1,0,0,0.51,0,0,0.11,0.99,0,0,1,0.13,0.53,0,0,0,0,0.05,0,0.11,0.23,0.1,0.02,0,0.16,0.27,0.33,0.31,0.11,0,0.25,0.39,0,0.03,0.56,0.31,0,0,0.32,0,0.11,0.33,0.05,0.11,0.09,0,0.65,0,0,0,0,0,0.09,0.11,0,0,0.78,0,0.11,0.02,0,0,0.62,0.41,0.42,0,0.03,0,0,0,0.48,0,0,0,0,0,0,0,0.11,0.46,0.09,0.56,0,0,0,0,0.07,0.79,0,0.83,"found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra ibex",2441055
"Capra pyrenaica","Capra pyrenaica","m37",0,0,0,0,0,0,0,0.02,0,1,0,0,0.01,0.3,0,0.07,0.27,0,0,0,1,0.36,0.05,0,0,0,0,0,0.87,0,0.05,0,0,0,0,0.46,0,0,0.99,0.99,0,0.3,0.02,0.64,0,0,0.79,0,0,0,0,0,0.03,0.95,0,0.38,0,0.96,0.02,0.89,0,0,0,0.02,0.18,0,0,0.03,0.64,0,0,0,0,0,0.03,0,0,0,0,0,0,0.93,0,0,0.87,0,0.67,0,0.01,0,0,1,0.63,0,0,0,0,0,0,0,0.23,0.84,0,0.12,0,0.22,0.86,0.86,0.05,0.45,0,0.46,0.01,0,0.04,0.44,0,0.93,0,0.99,0,0.16,1,0.32,0.03,0.28,0,0,0,0,0,0,0.18,0.23,0.23,0.04,0,0,0,0.1,0,0,0,0,0,0,0,0.01,0.02,0,0,0.04,0,0,0,0,0,0,0.28,0.47,1,0,0.02,0,0.38,0,0,0,0,0,0.99,"found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra pyrenaica",2441054
"Capreolus capreolus","Capreolus capreolus","m38",0,0,0.36,0.01,0.33,0.01,0.01,0.53,0,0.73,0.14,0,0.23,0.05,0.09,0,0.27,0,0.04,0,0,1,0.01,0.01,0.15,0,0.38,0,0.21,0,0.39,0,0.03,0,0.07,0.2,0,0.47,0.63,0.68,0.3,0.08,0.01,0.07,0.23,0.09,0.21,0.02,0.09,0,0,0,0.47,0.06,0.02,0.25,0,0.58,0.46,0.78,0,0,0.27,0.67,0.38,0,0,0.01,0.04,0,0.04,0,0.07,0.01,0.04,0.02,0.01,0.02,0.25,0,0.01,0.29,0,0.01,0.53,0.04,0.05,0.23,0.46,0.08,0,0.99,0.47,0.68,0.14,0.03,0,0.19,0.05,0.03,0.21,0.21,0.39,0.03,0.08,0.22,0.33,0.42,0.52,0.39,0,0.14,0.14,0,0.09,0.51,0.57,0.14,0,0.31,0,0.35,0.72,0.31,0.44,0.28,0.01,0.04,0,0,0.06,0.03,0.12,0.15,0.2,0.03,0,0.01,0,0.45,0.15,0,0.01,0.06,0.04,0.62,0.17,0.07,0.01,0.07,0.12,0.76,0.02,0,0.02,0,0.04,0,0.05,0.38,0.18,0.01,0.62,0,0.03,0.01,0,0.26,0.37,0,1,"found species on GBIF","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus",5220126
"Chionomys nivalis","Chionomys nivalis","m43",0,0,0,0,0.11,0.2,0.05,0.65,0,0.82,0.05,0,0.29,0.17,0.45,0,0,0,0.08,0.05,0.05,0.82,1,0.01,0,0,0.39,0,0.48,0,0.51,0,0.08,0.01,0,0,0,0.21,0.82,0.63,0.17,0,0.08,0.35,0,0,0.75,0.05,0,0,0,0.02,0.61,0.23,0.33,0.61,0,0.88,0,0.91,0,0,0,0.51,0.72,0,0,0.03,0.3,0,0.12,0,0.03,0.03,0.15,0.21,0,0.08,0.42,0.01,0.04,0.59,0,0,0.91,0,0.08,0,0.69,0.03,0,1,0.47,0.66,0,0,0,0,0,0,0,0.75,0,0.19,0,0.61,0.79,0.82,0.69,0,0,0.54,0.34,0,0,0.89,0.6,0.35,0,0.76,0,0,0.82,0,0,0,0.02,0.32,0,0,0,0.08,0,0,0,0.03,0,0.29,0,0,0.02,0,0,0.33,0.28,0.3,0,0,0,0,0,0.78,0,0,0.07,0,0.02,0,0,0,0.65,0.11,0.67,0,0.19,0.04,0.02,0.15,0.39,0.03,0.96,"found species on GBIF","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Chionomys","Chionomys nivalis",2438162
